name,time,application,num_replicas,batch_size
bert-0,90.0,bert,12,384
cifar10-1,101.0,cifar10,6,2048
cifar10-2,207.0,cifar10,6,2048
cifar10-3,225.0,cifar10,12,4096
cifar10-4,345.0,cifar10,12,4096
cifar10-5,378.0,cifar10,6,2048
cifar10-6,379.0,cifar10,10,4096
yolov3-7,393.0,yolov3,12,256
cifar10-8,401.0,cifar10,10,4096
cifar10-9,528.0,cifar10,10,4096
cifar10-10,723.0,cifar10,12,4096
cifar10-11,835.0,cifar10,4,2048
cifar10-12,836.0,cifar10,6,2048
cifar10-13,893.0,cifar10,4,2048
cifar10-14,912.0,cifar10,6,2048
cifar10-15,1065.0,cifar10,8,4096
cifar10-16,1077.0,cifar10,12,4096
bert-17,1091.0,bert,10,384
cifar10-18,1136.0,cifar10,12,4096
cifar10-19,1174.0,cifar10,8,4096
cifar10-20,1225.0,cifar10,4,2048
cifar10-21,1376.0,cifar10,4,2048
cifar10-22,1387.0,cifar10,6,2048
cifar10-23,1413.0,cifar10,6,2048
yolov3-24,1448.0,yolov3,12,256
deepspeech2-25,1468.0,deepspeech2,2,80
deepspeech2-26,1509.0,deepspeech2,6,320
yolov3-27,1547.0,yolov3,12,256
cifar10-28,1659.0,cifar10,4,2048
deepspeech2-29,1747.0,deepspeech2,2,80
cifar10-30,1880.0,cifar10,6,2048
cifar10-31,1894.0,cifar10,8,4096
cifar10-32,1983.0,cifar10,4,2048
cifar10-33,2091.0,cifar10,4,2048
cifar10-34,2121.0,cifar10,8,4096
cifar10-35,2126.0,cifar10,12,4096
deepspeech2-36,2152.0,deepspeech2,6,320
deepspeech2-37,2154.0,deepspeech2,8,320
cifar10-38,2257.0,cifar10,4,2048
cifar10-39,2371.0,cifar10,6,2048
cifar10-40,2454.0,cifar10,12,4096
cifar10-41,2501.0,cifar10,6,2048
cifar10-42,2793.0,cifar10,6,2048
cifar10-43,2892.0,cifar10,6,2048
cifar10-44,2912.0,cifar10,12,4096
bert-45,2939.0,bert,10,384
bert-46,2939.0,bert,14,384
cifar10-47,3102.0,cifar10,6,2048
cifar10-48,3125.0,cifar10,10,4096
cifar10-49,3362.0,cifar10,6,2048
cifar10-50,3460.0,cifar10,8,4096
cifar10-51,3535.0,cifar10,10,4096
cifar10-52,3594.0,cifar10,4,2048
deepspeech2-53,3598.0,deepspeech2,6,320
bert-54,3666.0,bert,14,384
cifar10-55,3685.0,cifar10,4,2048
cifar10-56,3864.0,cifar10,6,2048
imagenet-57,4306.0,imagenet,14,3200
deepspeech2-58,4397.0,deepspeech2,8,320
cifar10-59,4465.0,cifar10,4,2048
cifar10-60,4607.0,cifar10,4,2048
cifar10-61,4611.0,cifar10,6,2048
cifar10-62,4783.0,cifar10,10,4096
cifar10-63,4788.0,cifar10,12,4096
cifar10-64,4862.0,cifar10,6,2048
cifar10-65,4921.0,cifar10,10,4096
bert-66,4931.0,bert,12,384
cifar10-67,4935.0,cifar10,10,4096
bert-68,5004.0,bert,12,384
deepspeech2-69,5017.0,deepspeech2,4,160
cifar10-70,5097.0,cifar10,12,4096
deepspeech2-71,5291.0,deepspeech2,6,320
cifar10-72,5379.0,cifar10,10,4096
cifar10-73,5483.0,cifar10,12,4096
cifar10-74,5618.0,cifar10,8,4096
yolov3-75,5717.0,yolov3,12,256
cifar10-76,5896.0,cifar10,8,4096
cifar10-77,6479.0,cifar10,10,4096
cifar10-78,6479.0,cifar10,12,4096
bert-79,6530.0,bert,10,384
cifar10-80,6566.0,cifar10,6,2048
cifar10-81,6748.0,cifar10,10,4096
cifar10-82,6773.0,cifar10,4,2048
cifar10-83,6849.0,cifar10,12,4096
cifar10-84,6984.0,cifar10,4,2048
cifar10-85,7113.0,cifar10,6,2048
cifar10-86,7113.0,cifar10,4,2048
cifar10-87,7191.0,cifar10,6,2048
yolov3-88,7232.0,yolov3,14,512
cifar10-89,7233.0,cifar10,10,4096
imagenet-90,7251.0,imagenet,10,1600
bert-91,7263.0,bert,12,384
cifar10-92,7289.0,cifar10,4,2048
cifar10-93,7465.0,cifar10,8,4096
cifar10-94,7468.0,cifar10,4,2048
deepspeech2-95,7483.0,deepspeech2,2,80
deepspeech2-96,7491.0,deepspeech2,2,80
cifar10-97,7505.0,cifar10,4,2048
cifar10-98,7539.0,cifar10,4,2048
cifar10-99,7549.0,cifar10,6,2048
cifar10-100,7753.0,cifar10,4,2048
cifar10-101,7929.0,cifar10,4,2048
cifar10-102,7929.0,cifar10,6,2048
cifar10-103,8125.0,cifar10,8,4096
cifar10-104,8145.0,cifar10,12,4096
cifar10-105,8147.0,cifar10,10,4096
bert-106,8154.0,bert,12,384
cifar10-107,8210.0,cifar10,10,4096
bert-108,8250.0,bert,12,384
yolov3-109,8357.0,yolov3,12,256
cifar10-110,8639.0,cifar10,4,2048
yolov3-111,8729.0,yolov3,10,512
deepspeech2-112,8855.0,deepspeech2,6,320
yolov3-113,8871.0,yolov3,10,512
bert-114,9041.0,bert,14,384
cifar10-115,9049.0,cifar10,8,4096
cifar10-116,9056.0,cifar10,12,4096
cifar10-117,9130.0,cifar10,10,4096
cifar10-118,9151.0,cifar10,4,2048
cifar10-119,9288.0,cifar10,8,4096
cifar10-120,9318.0,cifar10,6,2048
cifar10-121,9349.0,cifar10,8,4096
cifar10-122,9397.0,cifar10,8,4096
cifar10-123,9402.0,cifar10,8,4096
cifar10-124,9440.0,cifar10,8,4096
cifar10-125,9468.0,cifar10,10,4096
cifar10-126,9509.0,cifar10,12,4096
cifar10-127,9579.0,cifar10,10,4096
bert-128,9581.0,bert,14,384
cifar10-129,9615.0,cifar10,4,2048
yolov3-130,9652.0,yolov3,14,512
cifar10-131,9783.0,cifar10,10,4096
cifar10-132,9783.0,cifar10,6,2048
bert-133,9800.0,bert,10,384
cifar10-134,9934.0,cifar10,8,4096
