name,time,application,num_replicas,batch_size
deepspeech2-0,90.0,deepspeech2,2,80
cifar10-1,101.0,cifar10,10,4096
cifar10-2,207.0,cifar10,4,2048
cifar10-3,225.0,cifar10,12,4096
cifar10-4,378.0,cifar10,8,4096
yolov3-5,393.0,yolov3,12,256
cifar10-6,401.0,cifar10,8,4096
cifar10-7,528.0,cifar10,4,2048
cifar10-8,836.0,cifar10,12,4096
cifar10-9,912.0,cifar10,12,4096
cifar10-10,1077.0,cifar10,12,4096
deepspeech2-11,1091.0,deepspeech2,8,320
cifar10-12,1174.0,cifar10,12,4096
cifar10-13,1387.0,cifar10,10,4096
yolov3-14,1448.0,yolov3,14,512
deepspeech2-15,1468.0,deepspeech2,8,320
cifar10-16,1659.0,cifar10,8,4096
bert-17,1747.0,bert,14,384
cifar10-18,1894.0,cifar10,10,4096
cifar10-19,1983.0,cifar10,12,4096
cifar10-20,2121.0,cifar10,4,2048
cifar10-21,2126.0,cifar10,10,4096
bert-22,2152.0,bert,12,384
deepspeech2-23,2154.0,deepspeech2,2,80
cifar10-24,2257.0,cifar10,10,4096
cifar10-25,2454.0,cifar10,10,4096
cifar10-26,2810.0,cifar10,12,4096
cifar10-27,2892.0,cifar10,8,4096
deepspeech2-28,2939.0,deepspeech2,8,320
cifar10-29,3102.0,cifar10,12,4096
cifar10-30,3125.0,cifar10,8,4096
cifar10-31,3460.0,cifar10,12,4096
bert-32,3666.0,bert,12,384
cifar10-33,3775.0,cifar10,10,4096
imagenet-34,4306.0,imagenet,12,3200
cifar10-35,4465.0,cifar10,4,2048
cifar10-36,4862.0,cifar10,4,2048
cifar10-37,4921.0,cifar10,8,4096
cifar10-38,4935.0,cifar10,4,2048
cifar10-39,5097.0,cifar10,12,4096
cifar10-40,5379.0,cifar10,10,4096
cifar10-41,5483.0,cifar10,6,2048
yolov3-42,5717.0,yolov3,14,512
cifar10-43,5896.0,cifar10,8,4096
bert-44,6530.0,bert,10,384
cifar10-45,6748.0,cifar10,12,4096
cifar10-46,6849.0,cifar10,4,2048
cifar10-47,6984.0,cifar10,10,4096
cifar10-48,7113.0,cifar10,4,2048
cifar10-49,7191.0,cifar10,8,4096
deepspeech2-50,7263.0,deepspeech2,4,160
cifar10-51,7289.0,cifar10,8,4096
cifar10-52,7468.0,cifar10,10,4096
cifar10-53,7753.0,cifar10,8,4096
cifar10-54,7775.0,cifar10,12,4096
yolov3-55,7921.0,yolov3,12,256
cifar10-56,7929.0,cifar10,10,4096
cifar10-57,7929.0,cifar10,8,4096
cifar10-58,8125.0,cifar10,12,4096
cifar10-59,8133.0,cifar10,6,2048
cifar10-60,8145.0,cifar10,6,2048
cifar10-61,8147.0,cifar10,12,4096
deepspeech2-62,8149.0,deepspeech2,6,320
cifar10-63,8210.0,cifar10,6,2048
cifar10-64,8704.0,cifar10,10,4096
bert-65,8855.0,bert,12,384
yolov3-66,8871.0,yolov3,14,512
deepspeech2-67,9041.0,deepspeech2,8,320
cifar10-68,9130.0,cifar10,12,4096
cifar10-69,9258.0,cifar10,6,2048
cifar10-70,9402.0,cifar10,8,4096
cifar10-71,9440.0,cifar10,12,4096
cifar10-72,9468.0,cifar10,8,4096
bert-73,9581.0,bert,12,384
yolov3-74,9652.0,yolov3,12,256
cifar10-75,9782.0,cifar10,8,4096
cifar10-76,9783.0,cifar10,8,4096
cifar10-77,9934.0,cifar10,6,2048
imagenet-78,9968.0,imagenet,12,3200
cifar10-79,9994.0,cifar10,12,4096
cifar10-80,10060.0,cifar10,10,4096
cifar10-81,10116.0,cifar10,4,2048
bert-82,10166.0,bert,12,384
cifar10-83,10180.0,cifar10,12,4096
cifar10-84,10268.0,cifar10,10,4096
cifar10-85,10271.0,cifar10,12,4096
cifar10-86,10275.0,cifar10,4,2048
cifar10-87,10643.0,cifar10,4,2048
yolov3-88,10649.0,yolov3,14,512
cifar10-89,10654.0,cifar10,4,2048
cifar10-90,10661.0,cifar10,8,4096
cifar10-91,10722.0,cifar10,4,2048
cifar10-92,10732.0,cifar10,12,4096
cifar10-93,10738.0,cifar10,6,2048
yolov3-94,10755.0,yolov3,14,512
cifar10-95,10794.0,cifar10,8,4096
cifar10-96,10796.0,cifar10,12,4096
cifar10-97,10806.0,cifar10,10,4096
bert-98,10880.0,bert,12,384
cifar10-99,10904.0,cifar10,12,4096
cifar10-100,10979.0,cifar10,12,4096
cifar10-101,11146.0,cifar10,10,4096
