name,time,application,num_replicas,batch_size
cifar10-0,22.0,cifar10,10,4096
bert-1,90.0,bert,12,384
cifar10-2,101.0,cifar10,4,2048
cifar10-3,225.0,cifar10,12,4096
cifar10-4,378.0,cifar10,6,2048
cifar10-5,379.0,cifar10,12,4096
yolov3-6,393.0,yolov3,14,512
cifar10-7,401.0,cifar10,4,2048
cifar10-8,723.0,cifar10,6,2048
cifar10-9,836.0,cifar10,8,4096
cifar10-10,893.0,cifar10,10,4096
cifar10-11,1065.0,cifar10,6,2048
cifar10-12,1077.0,cifar10,12,4096
deepspeech2-13,1091.0,deepspeech2,6,320
cifar10-14,1413.0,cifar10,8,4096
cifar10-15,1659.0,cifar10,12,4096
deepspeech2-16,1747.0,deepspeech2,8,320
cifar10-17,1894.0,cifar10,10,4096
cifar10-18,1983.0,cifar10,4,2048
cifar10-19,2091.0,cifar10,6,2048
cifar10-20,2106.0,cifar10,4,2048
cifar10-21,2126.0,cifar10,6,2048
deepspeech2-22,2154.0,deepspeech2,2,80
cifar10-23,2793.0,cifar10,12,4096
cifar10-24,2892.0,cifar10,12,4096
cifar10-25,2912.0,cifar10,6,2048
cifar10-26,2914.0,cifar10,4,2048
deepspeech2-27,2939.0,deepspeech2,6,320
cifar10-28,3102.0,cifar10,12,4096
cifar10-29,3125.0,cifar10,4,2048
cifar10-30,3460.0,cifar10,10,4096
cifar10-31,3594.0,cifar10,12,4096
cifar10-32,3685.0,cifar10,12,4096
cifar10-33,3775.0,cifar10,10,4096
cifar10-34,3864.0,cifar10,6,2048
imagenet-35,4306.0,imagenet,12,3200
cifar10-36,4465.0,cifar10,8,4096
cifar10-37,4801.0,cifar10,6,2048
cifar10-38,4921.0,cifar10,6,2048
cifar10-39,4935.0,cifar10,4,2048
bert-40,5004.0,bert,14,384
bert-41,5518.0,bert,12,384
cifar10-42,5618.0,cifar10,4,2048
yolov3-43,5717.0,yolov3,14,512
cifar10-44,5896.0,cifar10,8,4096
cifar10-45,6748.0,cifar10,12,4096
cifar10-46,6773.0,cifar10,12,4096
cifar10-47,6927.0,cifar10,10,4096
cifar10-48,7089.0,cifar10,10,4096
cifar10-49,7113.0,cifar10,12,4096
cifar10-50,7113.0,cifar10,12,4096
cifar10-51,7191.0,cifar10,10,4096
imagenet-52,7251.0,imagenet,12,3200
deepspeech2-53,7263.0,deepspeech2,8,320
cifar10-54,7289.0,cifar10,8,4096
cifar10-55,7293.0,cifar10,10,4096
cifar10-56,7468.0,cifar10,8,4096
bert-57,7483.0,bert,14,384
deepspeech2-58,7515.0,deepspeech2,2,80
cifar10-59,7539.0,cifar10,10,4096
cifar10-60,7549.0,cifar10,6,2048
cifar10-61,7753.0,cifar10,6,2048
cifar10-62,7929.0,cifar10,4,2048
cifar10-63,8063.0,cifar10,10,4096
cifar10-64,8125.0,cifar10,10,4096
cifar10-65,8145.0,cifar10,6,2048
