name,time,application,num_replicas,batch_size
cifar10-0,22.0,cifar10,6,2048
cifar10-1,22.0,cifar10,6,2048
cifar10-2,22.0,cifar10,6,2048
cifar10-3,22.0,cifar10,6,2048
cifar10-4,345.0,cifar10,6,2048
cifar10-5,345.0,cifar10,6,2048
cifar10-6,345.0,cifar10,6,2048
cifar10-7,345.0,cifar10,6,2048
cifar10-8,378.0,cifar10,12,4096
cifar10-9,378.0,cifar10,12,4096
cifar10-10,378.0,cifar10,12,4096
cifar10-11,378.0,cifar10,12,4096
cifar10-12,528.0,cifar10,4,2048
cifar10-13,528.0,cifar10,4,2048
cifar10-14,528.0,cifar10,4,2048
cifar10-15,528.0,cifar10,4,2048
cifar10-16,723.0,cifar10,8,4096
cifar10-17,723.0,cifar10,8,4096
cifar10-18,723.0,cifar10,8,4096
cifar10-19,723.0,cifar10,8,4096
cifar10-20,835.0,cifar10,4,2048
cifar10-21,835.0,cifar10,4,2048
cifar10-22,835.0,cifar10,4,2048
cifar10-23,835.0,cifar10,4,2048
cifar10-24,893.0,cifar10,10,4096
cifar10-25,893.0,cifar10,10,4096
cifar10-26,893.0,cifar10,10,4096
cifar10-27,893.0,cifar10,10,4096
cifar10-28,1136.0,cifar10,12,4096
cifar10-29,1136.0,cifar10,12,4096
cifar10-30,1136.0,cifar10,12,4096
cifar10-31,1136.0,cifar10,12,4096
cifar10-32,1225.0,cifar10,6,2048
cifar10-33,1225.0,cifar10,6,2048
cifar10-34,1225.0,cifar10,6,2048
cifar10-35,1225.0,cifar10,6,2048
cifar10-36,1376.0,cifar10,10,4096
cifar10-37,1376.0,cifar10,10,4096
cifar10-38,1376.0,cifar10,10,4096
cifar10-39,1376.0,cifar10,10,4096
yolov3-40,1448.0,yolov3,4,64
yolov3-41,1448.0,yolov3,4,64
yolov3-42,1448.0,yolov3,4,64
yolov3-43,1448.0,yolov3,4,64
yolov3-44,1547.0,yolov3,4,64
yolov3-45,1547.0,yolov3,4,64
yolov3-46,1547.0,yolov3,4,64
yolov3-47,1547.0,yolov3,4,64
cifar10-48,1793.0,cifar10,16,4096
cifar10-49,1793.0,cifar10,16,4096
cifar10-50,1793.0,cifar10,16,4096
cifar10-51,1793.0,cifar10,16,4096
cifar10-52,1894.0,cifar10,16,4096
cifar10-53,1894.0,cifar10,16,4096
cifar10-54,1894.0,cifar10,16,4096
cifar10-55,1894.0,cifar10,16,4096
cifar10-56,2126.0,cifar10,10,4096
cifar10-57,2126.0,cifar10,10,4096
cifar10-58,2126.0,cifar10,10,4096
cifar10-59,2126.0,cifar10,10,4096
bert-60,2152.0,bert,6,384
bert-61,2152.0,bert,6,384
bert-62,2152.0,bert,6,384
bert-63,2152.0,bert,6,384
cifar10-64,2257.0,cifar10,10,4096
cifar10-65,2257.0,cifar10,10,4096
cifar10-66,2257.0,cifar10,10,4096
cifar10-67,2257.0,cifar10,10,4096
cifar10-68,2914.0,cifar10,12,4096
cifar10-69,2914.0,cifar10,12,4096
cifar10-70,2914.0,cifar10,12,4096
cifar10-71,2914.0,cifar10,12,4096
cifar10-72,3362.0,cifar10,6,2048
cifar10-73,3362.0,cifar10,6,2048
cifar10-74,3362.0,cifar10,6,2048
cifar10-75,3362.0,cifar10,6,2048
cifar10-76,3535.0,cifar10,4,2048
cifar10-77,3535.0,cifar10,4,2048
cifar10-78,3535.0,cifar10,4,2048
cifar10-79,3535.0,cifar10,4,2048
cifar10-80,3594.0,cifar10,10,4096
cifar10-81,3594.0,cifar10,10,4096
cifar10-82,3594.0,cifar10,10,4096
cifar10-83,3594.0,cifar10,10,4096
deepspeech2-84,3598.0,deepspeech2,12,640
deepspeech2-85,3598.0,deepspeech2,12,640
deepspeech2-86,3598.0,deepspeech2,12,640
deepspeech2-87,3598.0,deepspeech2,12,640
bert-88,3666.0,bert,16,384
bert-89,3666.0,bert,16,384
bert-90,3666.0,bert,16,384
bert-91,3666.0,bert,16,384
cifar10-92,3685.0,cifar10,4,2048
cifar10-93,3685.0,cifar10,4,2048
cifar10-94,3685.0,cifar10,4,2048
cifar10-95,3685.0,cifar10,4,2048
cifar10-96,4465.0,cifar10,10,4096
cifar10-97,4465.0,cifar10,10,4096
cifar10-98,4465.0,cifar10,10,4096
cifar10-99,4465.0,cifar10,10,4096
cifar10-100,4607.0,cifar10,12,4096
cifar10-101,4607.0,cifar10,12,4096
cifar10-102,4607.0,cifar10,12,4096
cifar10-103,4607.0,cifar10,12,4096
cifar10-104,4611.0,cifar10,12,4096
cifar10-105,4611.0,cifar10,12,4096
cifar10-106,4611.0,cifar10,12,4096
cifar10-107,4611.0,cifar10,12,4096
cifar10-108,4862.0,cifar10,10,4096
cifar10-109,4862.0,cifar10,10,4096
cifar10-110,4862.0,cifar10,10,4096
cifar10-111,4862.0,cifar10,10,4096
cifar10-112,4921.0,cifar10,8,2048
cifar10-113,4921.0,cifar10,8,2048
cifar10-114,4921.0,cifar10,8,2048
cifar10-115,4921.0,cifar10,8,2048
yolov3-116,5717.0,yolov3,4,64
yolov3-117,5717.0,yolov3,4,64
yolov3-118,5717.0,yolov3,4,64
yolov3-119,5717.0,yolov3,4,64
cifar10-120,6479.0,cifar10,16,4096
cifar10-121,6479.0,cifar10,16,4096
cifar10-122,6479.0,cifar10,16,4096
cifar10-123,6479.0,cifar10,16,4096
cifar10-124,6566.0,cifar10,12,4096
cifar10-125,6566.0,cifar10,12,4096
cifar10-126,6566.0,cifar10,12,4096
cifar10-127,6566.0,cifar10,12,4096
cifar10-128,6748.0,cifar10,16,4096
cifar10-129,6748.0,cifar10,16,4096
cifar10-130,6748.0,cifar10,16,4096
cifar10-131,6748.0,cifar10,16,4096
cifar10-132,7089.0,cifar10,8,2048
cifar10-133,7089.0,cifar10,8,2048
cifar10-134,7089.0,cifar10,8,2048
cifar10-135,7089.0,cifar10,8,2048
cifar10-136,7113.0,cifar10,4,2048
cifar10-137,7113.0,cifar10,4,2048
cifar10-138,7113.0,cifar10,4,2048
