name,time,application,num_replicas,batch_size
cifar10-0,528.0,cifar10,6,2048
cifar10-1,528.0,cifar10,6,2048
cifar10-2,528.0,cifar10,6,2048
cifar10-3,528.0,cifar10,6,2048
cifar10-4,723.0,cifar10,12,4096
cifar10-5,723.0,cifar10,12,4096
cifar10-6,723.0,cifar10,12,4096
cifar10-7,723.0,cifar10,12,4096
cifar10-8,835.0,cifar10,12,4096
cifar10-9,835.0,cifar10,12,4096
cifar10-10,835.0,cifar10,12,4096
cifar10-11,835.0,cifar10,12,4096
cifar10-12,836.0,cifar10,6,2048
cifar10-13,836.0,cifar10,6,2048
cifar10-14,836.0,cifar10,6,2048
cifar10-15,836.0,cifar10,6,2048
cifar10-16,1065.0,cifar10,4,2048
cifar10-17,1065.0,cifar10,4,2048
cifar10-18,1065.0,cifar10,4,2048
cifar10-19,1065.0,cifar10,4,2048
cifar10-20,1174.0,cifar10,8,2048
cifar10-21,1174.0,cifar10,8,2048
cifar10-22,1174.0,cifar10,8,2048
cifar10-23,1174.0,cifar10,8,2048
cifar10-24,1225.0,cifar10,8,2048
cifar10-25,1225.0,cifar10,8,2048
cifar10-26,1225.0,cifar10,8,2048
cifar10-27,1225.0,cifar10,8,2048
cifar10-28,1376.0,cifar10,8,2048
cifar10-29,1376.0,cifar10,8,2048
cifar10-30,1376.0,cifar10,8,2048
cifar10-31,1376.0,cifar10,8,2048
cifar10-32,1387.0,cifar10,8,4096
cifar10-33,1387.0,cifar10,8,4096
cifar10-34,1387.0,cifar10,8,4096
cifar10-35,1387.0,cifar10,8,4096
bert-36,1509.0,bert,8,384
bert-37,1509.0,bert,8,384
bert-38,1509.0,bert,8,384
bert-39,1509.0,bert,8,384
cifar10-40,1880.0,cifar10,6,2048
cifar10-41,1880.0,cifar10,6,2048
cifar10-42,1880.0,cifar10,6,2048
cifar10-43,1880.0,cifar10,6,2048
cifar10-44,1894.0,cifar10,8,2048
cifar10-45,1894.0,cifar10,8,2048
cifar10-46,1894.0,cifar10,8,2048
cifar10-47,1894.0,cifar10,8,2048
cifar10-48,2126.0,cifar10,6,2048
cifar10-49,2126.0,cifar10,6,2048
cifar10-50,2126.0,cifar10,6,2048
cifar10-51,2126.0,cifar10,6,2048
bert-52,2152.0,bert,16,384
bert-53,2152.0,bert,16,384
bert-54,2152.0,bert,16,384
bert-55,2152.0,bert,16,384
cifar10-56,2454.0,cifar10,4,2048
cifar10-57,2454.0,cifar10,4,2048
cifar10-58,2454.0,cifar10,4,2048
cifar10-59,2454.0,cifar10,4,2048
cifar10-60,2501.0,cifar10,10,4096
cifar10-61,2501.0,cifar10,10,4096
cifar10-62,2501.0,cifar10,10,4096
cifar10-63,2501.0,cifar10,10,4096
deepspeech2-64,2873.0,deepspeech2,6,320
deepspeech2-65,2873.0,deepspeech2,6,320
deepspeech2-66,2873.0,deepspeech2,6,320
deepspeech2-67,2873.0,deepspeech2,6,320
cifar10-68,2912.0,cifar10,10,4096
cifar10-69,2912.0,cifar10,10,4096
cifar10-70,2912.0,cifar10,10,4096
cifar10-71,2912.0,cifar10,10,4096
cifar10-72,2914.0,cifar10,10,4096
cifar10-73,2914.0,cifar10,10,4096
cifar10-74,2914.0,cifar10,10,4096
cifar10-75,2914.0,cifar10,10,4096
cifar10-76,3594.0,cifar10,10,4096
cifar10-77,3594.0,cifar10,10,4096
cifar10-78,3594.0,cifar10,10,4096
cifar10-79,3594.0,cifar10,10,4096
bert-80,3598.0,bert,16,384
bert-81,3598.0,bert,16,384
bert-82,3598.0,bert,16,384
bert-83,3598.0,bert,16,384
cifar10-84,3685.0,cifar10,12,4096
cifar10-85,3685.0,cifar10,12,4096
cifar10-86,3685.0,cifar10,12,4096
cifar10-87,3685.0,cifar10,12,4096
imagenet-88,4306.0,imagenet,10,1600
imagenet-89,4306.0,imagenet,10,1600
imagenet-90,4306.0,imagenet,10,1600
imagenet-91,4306.0,imagenet,10,1600
cifar10-92,4783.0,cifar10,4,2048
cifar10-93,4783.0,cifar10,4,2048
cifar10-94,4783.0,cifar10,4,2048
cifar10-95,4783.0,cifar10,4,2048
deepspeech2-96,4931.0,deepspeech2,6,320
deepspeech2-97,4931.0,deepspeech2,6,320
deepspeech2-98,4931.0,deepspeech2,6,320
deepspeech2-99,4931.0,deepspeech2,6,320
deepspeech2-100,5017.0,deepspeech2,8,320
deepspeech2-101,5017.0,deepspeech2,8,320
deepspeech2-102,5017.0,deepspeech2,8,320
deepspeech2-103,5017.0,deepspeech2,8,320
cifar10-104,5097.0,cifar10,6,2048
cifar10-105,5097.0,cifar10,6,2048
cifar10-106,5097.0,cifar10,6,2048
cifar10-107,5097.0,cifar10,6,2048
cifar10-108,5379.0,cifar10,6,2048
cifar10-109,5379.0,cifar10,6,2048
cifar10-110,5379.0,cifar10,6,2048
