name,time,application,num_replicas,batch_size
cifar10-0,498,cifar10,6,2048
cifar10-1,1427,cifar10,16,4096
cifar10-2,1559,cifar10,8,2048
cifar10-3,1597,cifar10,16,4096
cifar10-4,1642,cifar10,12,4096
cifar10-5,1832,cifar10,12,4096
cifar10-6,1915,cifar10,6,2048
imagenet-7,2173,imagenet,10,1600
cifar10-8,2420,cifar10,8,2048
cifar10-9,2576,cifar10,16,4096
imagenet-10,3075,imagenet,14,3200
cifar10-11,3117,cifar10,8,2048
cifar10-12,3118,cifar10,12,4096
cifar10-13,3341,cifar10,8,2048
cifar10-14,3434,cifar10,8,2048
cifar10-15,3565,cifar10,8,2048
cifar10-16,3730,cifar10,16,4096
cifar10-17,3756,cifar10,12,4096
cifar10-18,3786,cifar10,8,2048
cifar10-19,4101,cifar10,8,2048
cifar10-20,4221,cifar10,16,4096
cifar10-21,4265,cifar10,8,2048
cifar10-22,4276,cifar10,8,2048
cifar10-23,4559,cifar10,8,2048
cifar10-24,4732,cifar10,6,2048
cifar10-25,4843,cifar10,12,4096
cifar10-26,4931,cifar10,8,2048
cifar10-27,4960,cifar10,8,2048
yolov3-28,4970,yolov3,4,64
cifar10-29,5533,cifar10,6,2048
yolov3-30,5676,yolov3,4,64
bert-31,5750,bert,16,384
cifar10-32,5776,cifar10,6,2048
cifar10-33,5799,cifar10,16,4096
cifar10-34,7331,cifar10,6,2048
cifar10-35,8448,cifar10,12,4096
cifar10-36,8917,cifar10,12,4096
cifar10-37,9075,cifar10,6,2048
cifar10-38,9635,cifar10,12,4096
cifar10-39,10875,cifar10,12,4096
cifar10-40,10881,cifar10,16,4096
cifar10-41,10923,cifar10,8,2048
deepspeech2-42,11268,deepspeech2,6,320
cifar10-43,11418,cifar10,16,4096
cifar10-44,12114,cifar10,12,4096
cifar10-45,12294,cifar10,6,2048
cifar10-46,12731,cifar10,16,4096
cifar10-47,13331,cifar10,6,2048
cifar10-48,13332,cifar10,6,2048
cifar10-49,13414,cifar10,6,2048
cifar10-50,13526,cifar10,8,2048
cifar10-51,13746,cifar10,8,2048
yolov3-52,13875,yolov3,4,64
cifar10-53,14230,cifar10,12,4096
cifar10-54,14305,cifar10,6,2048
cifar10-55,14372,cifar10,8,2048
cifar10-56,14554,cifar10,16,4096
cifar10-57,14559,cifar10,16,4096
cifar10-58,14681,cifar10,6,2048
yolov3-59,15025,yolov3,4,64
cifar10-60,15101,cifar10,8,2048
deepspeech2-61,15168,deepspeech2,8,320
cifar10-62,15196,cifar10,16,4096
cifar10-63,15543,cifar10,16,4096
yolov3-64,15698,yolov3,4,64
cifar10-65,15795,cifar10,16,4096
cifar10-66,15835,cifar10,16,4096
cifar10-67,16005,cifar10,12,4096
cifar10-68,16064,cifar10,16,4096
deepspeech2-69,16120,deepspeech2,12,640
deepspeech2-70,16254,deepspeech2,8,320
cifar10-71,16283,cifar10,16,4096
bert-72,16418,bert,8,384
cifar10-73,16519,cifar10,12,4096
yolov3-74,16696,yolov3,4,64
cifar10-75,16699,cifar10,6,2048
cifar10-76,16710,cifar10,8,2048
cifar10-77,16917,cifar10,6,2048
cifar10-78,17038,cifar10,6,2048
imagenet-79,17294,imagenet,10,1600
cifar10-80,17503,cifar10,12,4096
cifar10-81,17532,cifar10,12,4096
deepspeech2-82,17630,deepspeech2,12,640
cifar10-83,17758,cifar10,12,4096
deepspeech2-84,17839,deepspeech2,6,320
cifar10-85,17841,cifar10,6,2048
cifar10-86,17932,cifar10,6,2048
bert-87,17980,bert,8,384
deepspeech2-88,18028,deepspeech2,12,640
cifar10-89,18037,cifar10,16,4096
cifar10-90,18041,cifar10,6,2048
cifar10-91,18133,cifar10,16,4096
deepspeech2-92,18152,deepspeech2,12,640
cifar10-93,18381,cifar10,8,2048
cifar10-94,18401,cifar10,12,4096
cifar10-95,18624,cifar10,16,4096
deepspeech2-96,18696,deepspeech2,8,320
cifar10-97,18732,cifar10,12,4096
cifar10-98,18836,cifar10,16,4096
cifar10-99,18877,cifar10,6,2048
cifar10-100,18925,cifar10,16,4096
bert-101,18983,bert,6,384
deepspeech2-102,19055,deepspeech2,8,320
cifar10-103,19239,cifar10,12,4096
cifar10-104,19284,cifar10,8,2048
cifar10-105,19340,cifar10,8,2048
cifar10-106,19382,cifar10,16,4096
cifar10-107,19537,cifar10,6,2048
deepspeech2-108,19590,deepspeech2,8,320
cifar10-109,19615,cifar10,12,4096
cifar10-110,20086,cifar10,16,4096
cifar10-111,20129,cifar10,6,2048
deepspeech2-112,20481,deepspeech2,8,320
bert-113,20652,bert,12,384
cifar10-114,20803,cifar10,12,4096
cifar10-115,20804,cifar10,6,2048
cifar10-116,20823,cifar10,6,2048
deepspeech2-117,20879,deepspeech2,12,640
bert-118,20907,bert,8,384
cifar10-119,20932,cifar10,6,2048
cifar10-120,21016,cifar10,12,4096
cifar10-121,21034,cifar10,8,2048
deepspeech2-122,21135,deepspeech2,6,320
cifar10-123,21212,cifar10,8,2048
deepspeech2-124,21303,deepspeech2,12,640
cifar10-125,21332,cifar10,8,2048
cifar10-126,21512,cifar10,16,4096
cifar10-127,21715,cifar10,8,2048
cifar10-128,21720,cifar10,16,4096
cifar10-129,21777,cifar10,8,2048
cifar10-130,21787,cifar10,8,2048
bert-131,22492,bert,12,384
cifar10-132,22611,cifar10,8,2048
cifar10-133,22713,cifar10,8,2048
bert-134,23230,bert,12,384
cifar10-135,23548,cifar10,12,4096
cifar10-136,23929,cifar10,12,4096
cifar10-137,23967,cifar10,12,4096
cifar10-138,23981,cifar10,16,4096
cifar10-139,24135,cifar10,16,4096
deepspeech2-140,24156,deepspeech2,12,640
cifar10-141,24250,cifar10,12,4096
cifar10-142,24744,cifar10,6,2048
cifar10-143,24835,cifar10,6,2048
yolov3-144,25001,yolov3,4,64
cifar10-145,25041,cifar10,16,4096
cifar10-146,25079,cifar10,8,2048
cifar10-147,25166,cifar10,16,4096
cifar10-148,25262,cifar10,12,4096
cifar10-149,25573,cifar10,6,2048
cifar10-150,25587,cifar10,6,2048
cifar10-151,25591,cifar10,16,4096
cifar10-152,25876,cifar10,6,2048
cifar10-153,25901,cifar10,12,4096
deepspeech2-154,25952,deepspeech2,6,320
cifar10-155,26190,cifar10,16,4096
cifar10-156,26311,cifar10,6,2048
deepspeech2-157,26533,deepspeech2,12,640
cifar10-158,26873,cifar10,8,2048
cifar10-159,27131,cifar10,8,2048
