name,time,application,num_replicas,batch_size
cifar10-0,107,cifar10,6,2048
deepspeech2-1,110,deepspeech2,6,320
cifar10-2,135,cifar10,16,4096
deepspeech2-3,262,deepspeech2,12,640
cifar10-4,356,cifar10,16,4096
cifar10-5,839,cifar10,12,4096
cifar10-6,1131,cifar10,8,2048
cifar10-7,1282,cifar10,6,2048
cifar10-8,1332,cifar10,12,4096
cifar10-9,1453,cifar10,16,4096
cifar10-10,1496,cifar10,6,2048
imagenet-11,1604,imagenet,10,1600
cifar10-12,1611,cifar10,8,2048
cifar10-13,1740,cifar10,12,4096
cifar10-14,1778,cifar10,16,4096
cifar10-15,1932,cifar10,16,4096
cifar10-16,2308,cifar10,6,2048
cifar10-17,2354,cifar10,12,4096
cifar10-18,2420,cifar10,16,4096
cifar10-19,2615,cifar10,12,4096
cifar10-20,2862,cifar10,12,4096
cifar10-21,3488,cifar10,8,2048
deepspeech2-22,3917,deepspeech2,12,640
cifar10-23,4277,cifar10,8,2048
cifar10-24,4326,cifar10,8,2048
cifar10-25,4407,cifar10,12,4096
cifar10-26,4757,cifar10,6,2048
bert-27,5813,bert,12,384
cifar10-28,5841,cifar10,8,2048
cifar10-29,5880,cifar10,12,4096
cifar10-30,6103,cifar10,8,2048
yolov3-31,6357,yolov3,4,64
cifar10-32,6487,cifar10,8,2048
cifar10-33,6701,cifar10,12,4096
cifar10-34,6732,cifar10,8,2048
cifar10-35,6899,cifar10,6,2048
cifar10-36,7025,cifar10,12,4096
cifar10-37,7332,cifar10,6,2048
cifar10-38,7333,cifar10,8,2048
cifar10-39,7744,cifar10,6,2048
cifar10-40,8223,cifar10,8,2048
cifar10-41,8817,cifar10,16,4096
cifar10-42,8825,cifar10,12,4096
cifar10-43,9202,cifar10,6,2048
cifar10-44,10069,cifar10,16,4096
cifar10-45,10477,cifar10,12,4096
cifar10-46,10648,cifar10,8,2048
cifar10-47,10819,cifar10,8,2048
cifar10-48,10932,cifar10,6,2048
cifar10-49,11207,cifar10,16,4096
cifar10-50,11331,cifar10,6,2048
yolov3-51,11382,yolov3,4,64
yolov3-52,11528,yolov3,4,64
cifar10-53,12608,cifar10,16,4096
cifar10-54,12683,cifar10,16,4096
cifar10-55,13223,cifar10,8,2048
cifar10-56,13262,cifar10,12,4096
cifar10-57,13276,cifar10,6,2048
cifar10-58,13307,cifar10,6,2048
cifar10-59,13608,cifar10,8,2048
deepspeech2-60,13759,deepspeech2,6,320
cifar10-61,13806,cifar10,16,4096
cifar10-62,13891,cifar10,6,2048
cifar10-63,13927,cifar10,16,4096
cifar10-64,14065,cifar10,12,4096
cifar10-65,14220,cifar10,12,4096
cifar10-66,14242,cifar10,6,2048
cifar10-67,14265,cifar10,12,4096
cifar10-68,14439,cifar10,12,4096
cifar10-69,14448,cifar10,8,2048
cifar10-70,14524,cifar10,12,4096
cifar10-71,14533,cifar10,6,2048
cifar10-72,14735,cifar10,16,4096
deepspeech2-73,14773,deepspeech2,8,320
cifar10-74,14878,cifar10,6,2048
cifar10-75,14906,cifar10,6,2048
cifar10-76,15010,cifar10,12,4096
cifar10-77,15146,cifar10,6,2048
bert-78,15172,bert,16,384
cifar10-79,15262,cifar10,16,4096
cifar10-80,15602,cifar10,8,2048
cifar10-81,15603,cifar10,12,4096
cifar10-82,15715,cifar10,8,2048
cifar10-83,15831,cifar10,8,2048
cifar10-84,15944,cifar10,16,4096
bert-85,15947,bert,12,384
cifar10-86,16331,cifar10,12,4096
cifar10-87,16336,cifar10,6,2048
cifar10-88,16834,cifar10,12,4096
cifar10-89,17168,cifar10,12,4096
cifar10-90,17553,cifar10,12,4096
cifar10-91,17636,cifar10,16,4096
cifar10-92,17739,cifar10,16,4096
cifar10-93,17911,cifar10,8,2048
deepspeech2-94,17987,deepspeech2,6,320
cifar10-95,18115,cifar10,8,2048
deepspeech2-96,18242,deepspeech2,6,320
deepspeech2-97,18488,deepspeech2,6,320
cifar10-98,18573,cifar10,12,4096
cifar10-99,18660,cifar10,6,2048
cifar10-100,18719,cifar10,6,2048
cifar10-101,18955,cifar10,6,2048
bert-102,18978,bert,12,384
cifar10-103,19331,cifar10,6,2048
deepspeech2-104,19353,deepspeech2,12,640
cifar10-105,19362,cifar10,16,4096
cifar10-106,19395,cifar10,8,2048
cifar10-107,19436,cifar10,16,4096
cifar10-108,19464,cifar10,6,2048
cifar10-109,19658,cifar10,8,2048
deepspeech2-110,19750,deepspeech2,12,640
cifar10-111,19760,cifar10,12,4096
cifar10-112,19916,cifar10,12,4096
cifar10-113,20014,cifar10,6,2048
cifar10-114,20104,cifar10,16,4096
cifar10-115,20156,cifar10,12,4096
cifar10-116,20310,cifar10,6,2048
deepspeech2-117,20440,deepspeech2,8,320
cifar10-118,20517,cifar10,16,4096
bert-119,20529,bert,12,384
cifar10-120,20602,cifar10,12,4096
cifar10-121,20701,cifar10,6,2048
cifar10-122,21069,cifar10,16,4096
