name,time,application,num_replicas,batch_size
cifar10-0,22.0,cifar10,8,4096
cifar10-1,1065.0,cifar10,4,2048
cifar10-2,1225.0,cifar10,6,2048
cifar10-3,1376.0,cifar10,4,2048
cifar10-4,1894.0,cifar10,6,2048
cifar10-5,2091.0,cifar10,12,4096
cifar10-6,2121.0,cifar10,6,2048
cifar10-7,2810.0,cifar10,8,4096
deepspeech2-8,2873.0,deepspeech2,4,160
cifar10-9,2892.0,cifar10,10,4096
cifar10-10,3535.0,cifar10,12,4096
cifar10-11,3864.0,cifar10,6,2048
cifar10-12,5097.0,cifar10,8,4096
bert-13,5291.0,bert,14,384
cifar10-14,5618.0,cifar10,10,4096
bert-15,6530.0,bert,12,384
cifar10-16,7293.0,cifar10,12,4096
cifar10-17,7465.0,cifar10,4,2048
deepspeech2-18,7515.0,deepspeech2,4,160
cifar10-19,7753.0,cifar10,10,4096
bert-20,8149.0,bert,14,384
yolov3-21,8871.0,yolov3,12,256
cifar10-22,9130.0,cifar10,12,4096
cifar10-23,9151.0,cifar10,6,2048
deepspeech2-24,9581.0,deepspeech2,8,320
yolov3-25,9652.0,yolov3,12,256
cifar10-26,10130.0,cifar10,12,4096
cifar10-27,10185.0,cifar10,4,2048
cifar10-28,10193.0,cifar10,4,2048
cifar10-29,10722.0,cifar10,6,2048
cifar10-30,10732.0,cifar10,6,2048
cifar10-31,10790.0,cifar10,12,4096
cifar10-32,10806.0,cifar10,12,4096
cifar10-33,11002.0,cifar10,8,4096
cifar10-34,11045.0,cifar10,4,2048
cifar10-35,11146.0,cifar10,12,4096
cifar10-36,11171.0,cifar10,6,2048
cifar10-37,11211.0,cifar10,4,2048
deepspeech2-38,11288.0,deepspeech2,2,80
cifar10-39,11319.0,cifar10,12,4096
cifar10-40,11525.0,cifar10,8,4096
cifar10-41,11713.0,cifar10,4,2048
cifar10-42,12124.0,cifar10,10,4096
yolov3-43,12176.0,yolov3,12,256
cifar10-44,12262.0,cifar10,4,2048
imagenet-45,12698.0,imagenet,12,3200
bert-46,12801.0,bert,14,384
cifar10-47,14272.0,cifar10,12,4096
cifar10-48,14387.0,cifar10,4,2048
cifar10-49,14524.0,cifar10,4,2048
cifar10-50,14556.0,cifar10,10,4096
cifar10-51,14656.0,cifar10,8,4096
cifar10-52,14769.0,cifar10,12,4096
cifar10-53,14993.0,cifar10,8,4096
cifar10-54,15441.0,cifar10,12,4096
cifar10-55,15930.0,cifar10,6,2048
deepspeech2-56,16023.0,deepspeech2,2,80
cifar10-57,16041.0,cifar10,10,4096
cifar10-58,16539.0,cifar10,12,4096
cifar10-59,17350.0,cifar10,8,4096
bert-60,17984.0,bert,14,384
cifar10-61,18154.0,cifar10,4,2048
cifar10-62,18932.0,cifar10,12,4096
cifar10-63,19208.0,cifar10,10,4096
cifar10-64,19277.0,cifar10,8,4096
cifar10-65,19361.0,cifar10,8,4096
cifar10-66,19703.0,cifar10,8,4096
cifar10-67,19887.0,cifar10,4,2048
cifar10-68,20655.0,cifar10,8,4096
cifar10-69,21139.0,cifar10,12,4096
cifar10-70,21404.0,cifar10,10,4096
cifar10-71,21747.0,cifar10,8,4096
cifar10-72,21881.0,cifar10,10,4096
cifar10-73,22112.0,cifar10,8,4096
cifar10-74,22185.0,cifar10,12,4096
cifar10-75,22323.0,cifar10,8,4096
cifar10-76,22809.0,cifar10,6,2048
cifar10-77,22998.0,cifar10,8,4096
cifar10-78,25253.0,cifar10,6,2048
cifar10-79,25401.0,cifar10,10,4096
