name,time,application,num_replicas,batch_size
cifar10-0,22.0,cifar10,8,4096
cifar10-1,101.0,cifar10,6,2048
cifar10-2,345.0,cifar10,4,2048
cifar10-3,378.0,cifar10,6,2048
cifar10-4,379.0,cifar10,6,2048
yolov3-5,393.0,yolov3,12,256
cifar10-6,723.0,cifar10,6,2048
cifar10-7,835.0,cifar10,12,4096
cifar10-8,893.0,cifar10,8,4096
cifar10-9,912.0,cifar10,6,2048
cifar10-10,1065.0,cifar10,4,2048
bert-11,1091.0,bert,10,384
cifar10-12,1136.0,cifar10,12,4096
cifar10-13,1174.0,cifar10,10,4096
cifar10-14,1225.0,cifar10,6,2048
cifar10-15,1376.0,cifar10,4,2048
cifar10-16,1413.0,cifar10,8,4096
bert-17,1509.0,bert,10,384
yolov3-18,1547.0,yolov3,14,512
cifar10-19,1880.0,cifar10,8,4096
cifar10-20,1894.0,cifar10,6,2048
cifar10-21,1983.0,cifar10,12,4096
cifar10-22,2091.0,cifar10,12,4096
cifar10-23,2121.0,cifar10,6,2048
cifar10-24,2126.0,cifar10,6,2048
bert-25,2154.0,bert,12,384
cifar10-26,2371.0,cifar10,10,4096
cifar10-27,2793.0,cifar10,4,2048
cifar10-28,2810.0,cifar10,8,4096
deepspeech2-29,2873.0,deepspeech2,4,160
cifar10-30,2892.0,cifar10,10,4096
cifar10-31,2912.0,cifar10,4,2048
cifar10-32,2914.0,cifar10,4,2048
bert-33,2939.0,bert,14,384
deepspeech2-34,2939.0,deepspeech2,4,160
cifar10-35,3125.0,cifar10,6,2048
cifar10-36,3535.0,cifar10,12,4096
cifar10-37,3594.0,cifar10,10,4096
deepspeech2-38,3598.0,deepspeech2,6,320
bert-39,3666.0,bert,10,384
cifar10-40,3864.0,cifar10,6,2048
cifar10-41,4465.0,cifar10,10,4096
cifar10-42,4607.0,cifar10,4,2048
cifar10-43,4611.0,cifar10,4,2048
cifar10-44,4783.0,cifar10,8,4096
cifar10-45,4788.0,cifar10,8,4096
cifar10-46,4801.0,cifar10,4,2048
cifar10-47,4935.0,cifar10,12,4096
deepspeech2-48,5004.0,deepspeech2,6,320
deepspeech2-49,5017.0,deepspeech2,4,160
cifar10-50,5097.0,cifar10,8,4096
bert-51,5291.0,bert,14,384
cifar10-52,5483.0,cifar10,12,4096
deepspeech2-53,5518.0,deepspeech2,4,160
cifar10-54,5618.0,cifar10,10,4096
yolov3-55,5717.0,yolov3,12,256
cifar10-56,5896.0,cifar10,4,2048
cifar10-57,6064.0,cifar10,10,4096
cifar10-58,6479.0,cifar10,12,4096
bert-59,6530.0,bert,12,384
cifar10-60,6748.0,cifar10,4,2048
cifar10-61,6773.0,cifar10,6,2048
cifar10-62,6927.0,cifar10,6,2048
cifar10-63,6984.0,cifar10,12,4096
cifar10-64,7089.0,cifar10,8,4096
cifar10-65,7113.0,cifar10,10,4096
cifar10-66,7113.0,cifar10,6,2048
imagenet-67,7251.0,imagenet,12,3200
bert-68,7263.0,bert,10,384
cifar10-69,7293.0,cifar10,12,4096
cifar10-70,7465.0,cifar10,4,2048
cifar10-71,7468.0,cifar10,4,2048
cifar10-72,7505.0,cifar10,6,2048
deepspeech2-73,7515.0,deepspeech2,4,160
cifar10-74,7539.0,cifar10,10,4096
cifar10-75,7549.0,cifar10,8,4096
cifar10-76,7753.0,cifar10,10,4096
cifar10-77,7929.0,cifar10,12,4096
cifar10-78,7929.0,cifar10,4,2048
cifar10-79,8063.0,cifar10,10,4096
cifar10-80,8125.0,cifar10,4,2048
cifar10-81,8133.0,cifar10,8,4096
cifar10-82,8145.0,cifar10,6,2048
bert-83,8149.0,bert,14,384
cifar10-84,8210.0,cifar10,6,2048
bert-85,8247.0,bert,14,384
yolov3-86,8357.0,yolov3,10,512
cifar10-87,8639.0,cifar10,8,4096
cifar10-88,8704.0,cifar10,4,2048
yolov3-89,8729.0,yolov3,10,512
deepspeech2-90,8855.0,deepspeech2,8,320
yolov3-91,8871.0,yolov3,12,256
deepspeech2-92,9041.0,deepspeech2,2,80
cifar10-93,9049.0,cifar10,12,4096
cifar10-94,9130.0,cifar10,12,4096
cifar10-95,9151.0,cifar10,6,2048
cifar10-96,9258.0,cifar10,4,2048
cifar10-97,9288.0,cifar10,10,4096
cifar10-98,9318.0,cifar10,4,2048
cifar10-99,9349.0,cifar10,8,4096
cifar10-100,9440.0,cifar10,6,2048
cifar10-101,9509.0,cifar10,6,2048
deepspeech2-102,9581.0,deepspeech2,8,320
yolov3-103,9652.0,yolov3,12,256
cifar10-104,9783.0,cifar10,12,4096
cifar10-105,9799.0,cifar10,10,4096
deepspeech2-106,9800.0,deepspeech2,8,320
imagenet-107,9968.0,imagenet,14,3200
cifar10-108,9994.0,cifar10,8,4096
cifar10-109,10060.0,cifar10,8,4096
cifar10-110,10130.0,cifar10,12,4096
deepspeech2-111,10166.0,deepspeech2,6,320
cifar10-112,10172.0,cifar10,10,4096
