name,time,application,num_replicas,batch_size
cifar10-0,101.0,cifar10,6,2048
cifar10-1,345.0,cifar10,12,4096
cifar10-2,378.0,cifar10,6,2048
cifar10-3,379.0,cifar10,10,4096
yolov3-4,393.0,yolov3,12,256
cifar10-5,401.0,cifar10,10,4096
cifar10-6,528.0,cifar10,10,4096
cifar10-7,723.0,cifar10,12,4096
cifar10-8,835.0,cifar10,4,2048
cifar10-9,836.0,cifar10,6,2048
cifar10-10,893.0,cifar10,4,2048
cifar10-11,1065.0,cifar10,8,4096
cifar10-12,1077.0,cifar10,12,4096
bert-13,1091.0,bert,10,384
cifar10-14,1174.0,cifar10,8,4096
cifar10-15,1225.0,cifar10,4,2048
cifar10-16,1413.0,cifar10,6,2048
yolov3-17,1448.0,yolov3,12,256
deepspeech2-18,1468.0,deepspeech2,2,80
deepspeech2-19,1509.0,deepspeech2,6,320
cifar10-20,1659.0,cifar10,4,2048
deepspeech2-21,1747.0,deepspeech2,2,80
cifar10-22,1880.0,cifar10,6,2048
cifar10-23,1894.0,cifar10,8,4096
cifar10-24,1983.0,cifar10,4,2048
cifar10-25,2091.0,cifar10,4,2048
cifar10-26,2121.0,cifar10,8,4096
cifar10-27,2126.0,cifar10,12,4096
deepspeech2-28,2154.0,deepspeech2,8,320
cifar10-29,2257.0,cifar10,4,2048
cifar10-30,2371.0,cifar10,6,2048
cifar10-31,2454.0,cifar10,12,4096
cifar10-32,2793.0,cifar10,6,2048
cifar10-33,2892.0,cifar10,6,2048
cifar10-34,2912.0,cifar10,12,4096
bert-35,2939.0,bert,10,384
bert-36,2939.0,bert,14,384
cifar10-37,3102.0,cifar10,6,2048
cifar10-38,3125.0,cifar10,10,4096
cifar10-39,3362.0,cifar10,6,2048
cifar10-40,3460.0,cifar10,8,4096
cifar10-41,3535.0,cifar10,10,4096
deepspeech2-42,3598.0,deepspeech2,6,320
bert-43,3666.0,bert,14,384
cifar10-44,3685.0,cifar10,4,2048
cifar10-45,3864.0,cifar10,6,2048
imagenet-46,4306.0,imagenet,14,3200
deepspeech2-47,4397.0,deepspeech2,8,320
