name,time,application,num_replicas,batch_size
cifar10-0,22.0,cifar10,8,4096
cifar10-1,207.0,cifar10,4,2048
cifar10-2,225.0,cifar10,6,2048
cifar10-3,345.0,cifar10,6,2048
cifar10-4,378.0,cifar10,4,2048
cifar10-5,379.0,cifar10,8,4096
yolov3-6,393.0,yolov3,14,512
cifar10-7,528.0,cifar10,12,4096
cifar10-8,723.0,cifar10,6,2048
cifar10-9,835.0,cifar10,6,2048
cifar10-10,893.0,cifar10,4,2048
deepspeech2-11,1091.0,deepspeech2,6,320
cifar10-12,1136.0,cifar10,6,2048
cifar10-13,1225.0,cifar10,6,2048
cifar10-14,1376.0,cifar10,8,4096
cifar10-15,1413.0,cifar10,12,4096
yolov3-16,1448.0,yolov3,12,256
yolov3-17,1547.0,yolov3,10,512
bert-18,1747.0,bert,12,384
cifar10-19,1793.0,cifar10,6,2048
cifar10-20,1894.0,cifar10,4,2048
cifar10-21,2091.0,cifar10,4,2048
cifar10-22,2126.0,cifar10,10,4096
bert-23,2152.0,bert,14,384
cifar10-24,2257.0,cifar10,8,4096
cifar10-25,2810.0,cifar10,4,2048
cifar10-26,2914.0,cifar10,10,4096
bert-27,2939.0,bert,14,384
deepspeech2-28,2939.0,deepspeech2,6,320
cifar10-29,3125.0,cifar10,10,4096
cifar10-30,3362.0,cifar10,6,2048
cifar10-31,3535.0,cifar10,10,4096
cifar10-32,3594.0,cifar10,8,4096
deepspeech2-33,3598.0,deepspeech2,6,320
bert-34,3666.0,bert,12,384
cifar10-35,3685.0,cifar10,12,4096
cifar10-36,3864.0,cifar10,12,4096
bert-37,4397.0,bert,14,384
cifar10-38,4465.0,cifar10,12,4096
cifar10-39,4607.0,cifar10,4,2048
cifar10-40,4611.0,cifar10,10,4096
cifar10-41,4801.0,cifar10,10,4096
cifar10-42,4862.0,cifar10,8,4096
cifar10-43,4921.0,cifar10,6,2048
bert-44,4931.0,bert,14,384
cifar10-45,4935.0,cifar10,12,4096
bert-46,5017.0,bert,10,384
cifar10-47,5097.0,cifar10,10,4096
cifar10-48,5483.0,cifar10,6,2048
yolov3-49,5717.0,yolov3,14,512
cifar10-50,6479.0,cifar10,8,4096
cifar10-51,6479.0,cifar10,6,2048
cifar10-52,6566.0,cifar10,4,2048
cifar10-53,6748.0,cifar10,6,2048
cifar10-54,6773.0,cifar10,12,4096
cifar10-55,6849.0,cifar10,6,2048
cifar10-56,6927.0,cifar10,10,4096
cifar10-57,6984.0,cifar10,8,4096
cifar10-58,7089.0,cifar10,10,4096
cifar10-59,7113.0,cifar10,10,4096
cifar10-60,7113.0,cifar10,8,4096
cifar10-61,7191.0,cifar10,8,4096
cifar10-62,7233.0,cifar10,6,2048
cifar10-63,7293.0,cifar10,6,2048
deepspeech2-64,7491.0,deepspeech2,4,160
cifar10-65,7505.0,cifar10,4,2048
deepspeech2-66,7515.0,deepspeech2,8,320
cifar10-67,7539.0,cifar10,12,4096
cifar10-68,7549.0,cifar10,6,2048
cifar10-69,7753.0,cifar10,10,4096
yolov3-70,7921.0,yolov3,12,256
cifar10-71,8063.0,cifar10,8,4096
cifar10-72,8125.0,cifar10,8,4096
cifar10-73,8133.0,cifar10,8,4096
cifar10-74,8145.0,cifar10,12,4096
cifar10-75,8147.0,cifar10,8,4096
deepspeech2-76,8154.0,deepspeech2,6,320
cifar10-77,8210.0,cifar10,4,2048
bert-78,8247.0,bert,14,384
deepspeech2-79,8250.0,deepspeech2,8,320
yolov3-80,8357.0,yolov3,10,512
cifar10-81,8639.0,cifar10,10,4096
cifar10-82,8704.0,cifar10,12,4096
deepspeech2-83,8855.0,deepspeech2,6,320
yolov3-84,8871.0,yolov3,14,512
cifar10-85,9049.0,cifar10,10,4096
cifar10-86,9130.0,cifar10,10,4096
cifar10-87,9151.0,cifar10,10,4096
cifar10-88,9288.0,cifar10,8,4096
cifar10-89,9349.0,cifar10,10,4096
cifar10-90,9397.0,cifar10,8,4096
cifar10-91,9402.0,cifar10,6,2048
cifar10-92,9468.0,cifar10,8,4096
cifar10-93,9509.0,cifar10,10,4096
cifar10-94,9579.0,cifar10,6,2048
deepspeech2-95,9581.0,deepspeech2,8,320
cifar10-96,9615.0,cifar10,10,4096
yolov3-97,9652.0,yolov3,12,256
cifar10-98,9783.0,cifar10,12,4096
deepspeech2-99,9800.0,deepspeech2,2,80
cifar10-100,9934.0,cifar10,12,4096
cifar10-101,10060.0,cifar10,10,4096
cifar10-102,10116.0,cifar10,10,4096
cifar10-103,10130.0,cifar10,8,4096
deepspeech2-104,10166.0,deepspeech2,4,160
cifar10-105,10185.0,cifar10,8,4096
cifar10-106,10193.0,cifar10,6,2048
cifar10-107,10243.0,cifar10,4,2048
cifar10-108,10258.0,cifar10,6,2048
cifar10-109,10271.0,cifar10,8,4096
cifar10-110,10275.0,cifar10,6,2048
cifar10-111,10318.0,cifar10,10,4096
cifar10-112,10362.0,cifar10,10,4096
yolov3-113,10594.0,yolov3,10,512
cifar10-114,10643.0,cifar10,4,2048
yolov3-115,10649.0,yolov3,10,512
cifar10-116,10654.0,cifar10,8,4096
cifar10-117,10655.0,cifar10,8,4096
yolov3-118,10658.0,yolov3,10,512
cifar10-119,10661.0,cifar10,6,2048
cifar10-120,10672.0,cifar10,8,4096
bert-121,10673.0,bert,14,384
cifar10-122,10722.0,cifar10,12,4096
cifar10-123,10732.0,cifar10,6,2048
cifar10-124,10738.0,cifar10,12,4096
cifar10-125,10748.0,cifar10,4,2048
yolov3-126,10755.0,yolov3,14,512
cifar10-127,10764.0,cifar10,6,2048
cifar10-128,10796.0,cifar10,4,2048
cifar10-129,10806.0,cifar10,8,4096
cifar10-130,10852.0,cifar10,10,4096
cifar10-131,10862.0,cifar10,6,2048
cifar10-132,10865.0,cifar10,4,2048
deepspeech2-133,10880.0,deepspeech2,6,320
cifar10-134,11003.0,cifar10,4,2048
cifar10-135,11045.0,cifar10,4,2048
cifar10-136,11146.0,cifar10,12,4096
cifar10-137,11171.0,cifar10,4,2048
cifar10-138,11211.0,cifar10,6,2048
cifar10-139,11260.0,cifar10,4,2048
bert-140,11288.0,bert,12,384
cifar10-141,11292.0,cifar10,6,2048
deepspeech2-142,11298.0,deepspeech2,8,320
cifar10-143,11319.0,cifar10,12,4096
cifar10-144,11325.0,cifar10,12,4096
cifar10-145,11341.0,cifar10,4,2048
cifar10-146,11379.0,cifar10,10,4096
cifar10-147,11419.0,cifar10,6,2048
cifar10-148,11433.0,cifar10,12,4096
cifar10-149,11494.0,cifar10,4,2048
cifar10-150,11511.0,cifar10,8,4096
cifar10-151,11525.0,cifar10,4,2048
cifar10-152,11546.0,cifar10,6,2048
cifar10-153,11602.0,cifar10,8,4096
cifar10-154,11670.0,cifar10,6,2048
