name,time,application,num_replicas,batch_size
bert-0,50.661788,bert,12,384
bert-1,386.661823,bert,8,384
bert-2,414.661826,bert,6,384
cifar10-3,670.661855,cifar10,6,2048
cifar10-4,777.661875,cifar10,16,4096
bert-5,929.661909,bert,16,384
cifar10-6,1446.661997,cifar10,12,4096
cifar10-7,1469.662076,cifar10,6,2048
cifar10-8,1470.662083,cifar10,12,4096
deepspeech2-9,1473.662092,deepspeech2,8,320
bert-10,1493.66215,bert,6,384
bert-11,1604.6622,bert,16,384
bert-12,1715.662219,bert,16,384
cifar10-13,2104.662296,cifar10,4,2048
bert-14,2829.662376,bert,16,384
cifar10-15,3011.662396,cifar10,16,4096
bert-16,3553.662483,bert,8,384
cifar10-17,3599.662489,cifar10,8,2048
deepspeech2-18,3800.662521,deepspeech2,6,320
yolov3-19,3896.662535,yolov3,4,64
cifar10-20,3928.662545,cifar10,6,2048
cifar10-21,4060.662562,cifar10,8,2048
cifar10-22,4601.662656,cifar10,12,4096
cifar10-23,4733.662688,cifar10,8,4096
cifar10-24,4820.662697,cifar10,8,2048
cifar10-25,5201.662765,cifar10,8,2048
cifar10-26,5260.662782,cifar10,4,2048
bert-27,5268.662788,bert,16,384
cifar10-28,5277.662792,cifar10,6,2048
cifar10-29,5482.662887,cifar10,10,4096
cifar10-30,5686.662916,cifar10,8,2048
cifar10-31,6135.662982,cifar10,12,4096
cifar10-32,6150.662995,cifar10,12,4096
bert-33,6360.663018,bert,16,384
deepspeech2-34,6446.663028,deepspeech2,12,640
deepspeech2-35,6585.663049,deepspeech2,6,320
cifar10-36,6602.663051,cifar10,12,4096
deepspeech2-37,6609.663054,deepspeech2,12,640
deepspeech2-38,6708.663071,deepspeech2,12,640
bert-39,6805.663081,bert,16,384
bert-40,6814.663086,bert,12,384
cifar10-41,7487.663193,cifar10,8,2048
deepspeech2-42,7520.663198,deepspeech2,6,320
deepspeech2-43,7555.663205,deepspeech2,6,320
cifar10-44,7825.663241,cifar10,8,2048
cifar10-45,8029.663274,cifar10,12,4096
cifar10-46,8074.663348,cifar10,10,4096
cifar10-47,8076.663353,cifar10,8,2048
bert-48,8080.663359,bert,16,384
cifar10-49,8200.663387,cifar10,10,4096
cifar10-50,8212.663391,cifar10,10,4096
deepspeech2-51,8286.6634,deepspeech2,12,640
cifar10-52,8675.66348,cifar10,8,2048
cifar10-53,8719.663496,cifar10,6,2048
cifar10-54,9084.663537,cifar10,8,2048
cifar10-55,9354.663574,cifar10,12,4096
bert-56,9665.66364,bert,12,384
cifar10-57,9903.663668,cifar10,16,4096
cifar10-58,9917.663672,cifar10,4,2048
cifar10-59,9923.663676,cifar10,10,4096
cifar10-60,10170.663713,cifar10,6,2048
cifar10-61,10252.663721,cifar10,4,2048
cifar10-62,10265.663724,cifar10,12,4096
cifar10-63,10493.663788,cifar10,10,4096
cifar10-64,11130.663884,cifar10,10,4096
bert-65,11166.663901,bert,16,384
bert-66,11500.663955,bert,12,384
deepspeech2-67,11575.664008,deepspeech2,12,640
cifar10-68,11871.664067,cifar10,12,4096
deepspeech2-69,12268.664085,deepspeech2,8,320
deepspeech2-70,12353.664092,deepspeech2,6,320
deepspeech2-71,12620.664106,deepspeech2,12,640
deepspeech2-72,12754.66414,deepspeech2,8,320
bert-73,13790.664276,bert,8,384
bert-74,13924.664291,bert,16,384
cifar10-75,14547.664406,cifar10,4,2048
deepspeech2-76,14659.664427,deepspeech2,6,320
cifar10-77,14804.664461,cifar10,16,4096
deepspeech2-78,15523.664555,deepspeech2,6,320
deepspeech2-79,15775.664604,deepspeech2,8,320
deepspeech2-80,16129.664668,deepspeech2,6,320
bert-81,16141.664669,bert,6,384
cifar10-82,16203.664684,cifar10,10,4096
cifar10-83,16316.664702,cifar10,12,4096
deepspeech2-84,16414.664735,deepspeech2,12,640
bert-85,16558.664765,bert,16,384
bert-86,16572.664766,bert,8,384
deepspeech2-87,16600.664771,deepspeech2,8,320
cifar10-88,16763.664814,cifar10,16,4096
bert-89,16931.664876,bert,16,384
deepspeech2-90,16971.664888,deepspeech2,6,320
cifar10-91,17086.664905,cifar10,8,4096
deepspeech2-92,17552.665015,deepspeech2,8,320
bert-93,17627.665024,bert,16,384
bert-94,17844.665071,bert,16,384
bert-95,18053.66511,bert,6,384
bert-96,18091.665117,bert,12,384
deepspeech2-97,18216.665143,deepspeech2,6,320
cifar10-98,18259.665154,cifar10,6,2048
cifar10-99,18432.665193,cifar10,12,4096
cifar10-100,18447.665225,cifar10,4,2048
cifar10-101,18452.665235,cifar10,6,2048
cifar10-102,18464.665262,cifar10,8,4096
cifar10-103,18697.66535,cifar10,4,2048
cifar10-104,19163.665457,cifar10,6,2048
cifar10-105,19521.665533,cifar10,4,2048
bert-106,19555.66554,bert,12,384
deepspeech2-107,19676.665562,deepspeech2,8,320
deepspeech2-108,19714.665569,deepspeech2,8,320
deepspeech2-109,19789.665582,deepspeech2,12,640
bert-110,19958.665635,bert,12,384
