name,time,application,num_replicas,batch_size
bert-0,775.661874,bert,12,384
cifar10-1,960.661915,cifar10,6,2048
bert-2,1353.661953,bert,6,384
cifar10-3,1463.662057,cifar10,12,4096
cifar10-4,1484.662124,cifar10,4,2048
cifar10-5,1499.662169,cifar10,8,4096
deepspeech2-6,1566.662194,deepspeech2,8,320
deepspeech2-7,1687.66221,deepspeech2,12,640
cifar10-8,1712.662218,cifar10,6,2048
yolov3-9,1757.662236,yolov3,4,64
cifar10-10,2063.662288,cifar10,8,2048
cifar10-11,2551.662341,cifar10,6,2048
deepspeech2-12,2651.662358,deepspeech2,6,320
bert-13,2657.662359,bert,12,384
yolov3-14,2763.662369,yolov3,4,64
cifar10-15,3691.662499,cifar10,16,4096
bert-16,3935.662547,bert,16,384
deepspeech2-17,3979.662553,deepspeech2,6,320
cifar10-18,4025.662559,cifar10,4,2048
bert-19,4147.662582,bert,12,384
cifar10-20,4153.662585,cifar10,10,4096
deepspeech2-21,4353.662626,deepspeech2,8,320
deepspeech2-22,4473.662642,deepspeech2,12,640
cifar10-23,4631.66266,cifar10,12,4096
bert-24,5057.662716,bert,6,384
deepspeech2-25,5105.662725,deepspeech2,12,640
cifar10-26,5181.662752,cifar10,10,4096
cifar10-27,5182.662754,cifar10,12,4096
bert-28,5268.662788,bert,16,384
cifar10-29,5413.662861,cifar10,10,4096
cifar10-30,5454.662879,cifar10,10,4096
cifar10-31,5496.662894,cifar10,12,4096
cifar10-32,5606.662904,cifar10,8,2048
cifar10-33,5741.662926,cifar10,6,2048
cifar10-34,5746.662928,cifar10,12,4096
cifar10-35,6680.663065,cifar10,4,2048
deepspeech2-36,7108.663133,deepspeech2,8,320
bert-37,7219.663142,bert,8,384
deepspeech2-38,7548.663204,deepspeech2,12,640
cifar10-39,7696.663219,cifar10,16,4096
cifar10-40,7806.663237,cifar10,6,2048
deepspeech2-41,7888.663244,deepspeech2,6,320
deepspeech2-42,7971.663252,deepspeech2,12,640
deepspeech2-43,8021.663257,deepspeech2,6,320
deepspeech2-44,8052.663304,deepspeech2,6,320
bert-45,8067.663329,bert,8,384
bert-46,8072.663345,bert,12,384
deepspeech2-47,8080.663359,deepspeech2,6,320
deepspeech2-48,8080.66336,deepspeech2,6,320
bert-49,8104.663372,bert,16,384
bert-50,8412.663441,bert,12,384
cifar10-51,8415.663447,cifar10,10,4096
bert-52,8433.663456,bert,16,384
deepspeech2-53,8446.663458,deepspeech2,12,640
cifar10-54,8580.663469,cifar10,4,2048
cifar10-55,9040.663531,cifar10,8,2048
cifar10-56,9154.663549,cifar10,16,4096
cifar10-57,9354.663576,cifar10,10,4096
cifar10-58,9739.663645,cifar10,10,4096
bert-59,9926.663678,bert,16,384
deepspeech2-60,9935.663682,deepspeech2,12,640
