name,time,application,num_replicas,batch_size
bert-0,360.661822,bert,6,384
bert-1,398.661824,bert,6,384
deepspeech2-2,713.661866,deepspeech2,12,640
deepspeech2-3,811.66189,deepspeech2,6,320
cifar10-4,1017.661925,cifar10,6,2048
bert-5,1451.662018,bert,8,384
cifar10-6,1452.662023,cifar10,12,4096
cifar10-7,1459.662045,cifar10,6,2048
cifar10-8,1469.662075,cifar10,8,2048
bert-9,1592.662198,bert,8,384
cifar10-10,1743.662228,cifar10,6,2048
deepspeech2-11,1753.662233,deepspeech2,8,320
cifar10-12,1760.662239,cifar10,4,2048
cifar10-13,1810.662253,cifar10,6,2048
cifar10-14,1964.66227,cifar10,8,4096
deepspeech2-15,1994.66228,deepspeech2,12,640
cifar10-16,2087.662292,cifar10,16,4096
cifar10-17,2816.662372,cifar10,4,2048
cifar10-18,3102.662411,cifar10,8,2048
cifar10-19,3147.66242,cifar10,12,4096
cifar10-20,3305.662455,cifar10,12,4096
cifar10-21,3498.662477,cifar10,10,4096
bert-22,3606.662491,bert,12,384
cifar10-23,3784.662514,cifar10,6,2048
cifar10-24,3796.662519,cifar10,16,4096
deepspeech2-25,3800.66252,deepspeech2,6,320
cifar10-26,3808.662522,cifar10,6,2048
cifar10-27,4229.662607,cifar10,16,4096
deepspeech2-28,4551.662651,deepspeech2,12,640
cifar10-29,4625.662658,cifar10,8,2048
cifar10-30,4721.662675,cifar10,10,4096
cifar10-31,4821.662698,cifar10,6,2048
yolov3-32,4855.662703,yolov3,4,64
deepspeech2-33,5120.662729,deepspeech2,8,320
cifar10-34,5154.662741,cifar10,12,4096
cifar10-35,5309.662816,cifar10,10,4096
bert-36,5490.66289,bert,6,384
deepspeech2-37,5628.66291,deepspeech2,12,640
cifar10-38,5686.662916,cifar10,10,4096
cifar10-39,6124.662971,cifar10,6,2048
deepspeech2-40,6735.663073,deepspeech2,12,640
deepspeech2-41,6805.663081,deepspeech2,8,320
deepspeech2-42,7219.663143,deepspeech2,6,320
bert-43,7229.663147,bert,8,384
cifar10-44,7347.663173,cifar10,4,2048
bert-45,7715.663228,bert,16,384
bert-46,7816.663237,bert,16,384
cifar10-47,8026.663269,cifar10,10,4096
deepspeech2-48,8059.663319,deepspeech2,12,640
deepspeech2-49,8067.663329,deepspeech2,8,320
cifar10-50,8071.663339,cifar10,4,2048
deepspeech2-51,8072.663344,deepspeech2,8,320
deepspeech2-52,8402.663409,deepspeech2,6,320
cifar10-53,8635.663476,cifar10,6,2048
cifar10-54,8719.663496,cifar10,12,4096
yolov3-55,8853.663518,yolov3,4,64
deepspeech2-56,8918.663522,deepspeech2,8,320
cifar10-57,9433.663595,cifar10,10,4096
cifar10-58,9440.663605,cifar10,12,4096
cifar10-59,10133.663703,cifar10,10,4096
cifar10-60,10209.663718,cifar10,12,4096
cifar10-61,10410.663762,cifar10,6,2048
cifar10-62,10414.663763,cifar10,4,2048
cifar10-63,10565.663803,cifar10,10,4096
deepspeech2-64,11081.663856,deepspeech2,12,640
bert-65,11192.663909,bert,16,384
bert-66,11197.663916,bert,6,384
bert-67,11200.66392,bert,8,384
bert-68,11506.663973,bert,12,384
cifar10-69,11536.663981,cifar10,8,4096
bert-70,11539.663989,bert,12,384
bert-71,11544.663995,bert,12,384
bert-72,11575.664008,bert,6,384
cifar10-73,11826.664054,cifar10,8,2048
cifar10-74,12114.664074,cifar10,12,4096
deepspeech2-75,12255.664083,deepspeech2,12,640
cifar10-76,12266.664084,cifar10,6,2048
cifar10-77,12285.664087,cifar10,6,2048
cifar10-78,12600.664105,cifar10,12,4096
cifar10-79,12641.664113,cifar10,6,2048
bert-80,12892.664146,bert,6,384
cifar10-81,12915.664154,cifar10,8,2048
cifar10-82,13274.664203,cifar10,6,2048
bert-83,13400.664215,bert,16,384
bert-84,13415.664219,bert,8,384
cifar10-85,13753.664271,cifar10,12,4096
deepspeech2-86,13829.664279,deepspeech2,8,320
cifar10-87,13930.664293,cifar10,4,2048
deepspeech2-88,14129.664325,deepspeech2,6,320
cifar10-89,14302.66436,cifar10,8,4096
cifar10-90,14312.664371,cifar10,4,2048
cifar10-91,14547.664406,cifar10,4,2048
deepspeech2-92,14560.664408,deepspeech2,8,320
cifar10-93,14957.66449,cifar10,8,2048
cifar10-94,15018.664495,cifar10,12,4096
deepspeech2-95,15609.664572,deepspeech2,12,640
bert-96,16345.664711,bert,12,384
deepspeech2-97,16376.664725,deepspeech2,6,320
cifar10-98,16624.664775,cifar10,16,4096
deepspeech2-99,16806.66484,deepspeech2,8,320
cifar10-100,16874.66485,cifar10,4,2048
cifar10-101,17401.664967,cifar10,12,4096
deepspeech2-102,17447.664983,deepspeech2,8,320
bert-103,17577.665018,bert,16,384
deepspeech2-104,17841.665069,deepspeech2,8,320
cifar10-105,17844.665072,cifar10,4,2048
bert-106,18067.665114,bert,12,384
yolov3-107,18164.665135,yolov3,4,64
bert-108,18219.665144,bert,8,384
cifar10-109,18432.665194,cifar10,10,4096
cifar10-110,18436.665204,cifar10,6,2048
cifar10-111,18466.665264,cifar10,10,4096
cifar10-112,18533.665304,cifar10,4,2048
cifar10-113,18991.66542,cifar10,8,2048
cifar10-114,19044.665441,cifar10,8,2048
bert-115,19084.665445,bert,8,384
cifar10-116,19280.665485,cifar10,12,4096
cifar10-117,19861.665594,cifar10,16,4096
deepspeech2-118,19888.665597,deepspeech2,6,320
deepspeech2-119,19903.6656,deepspeech2,12,640
cifar10-120,19905.665603,cifar10,16,4096
cifar10-121,19905.665605,cifar10,6,2048
cifar10-122,19979.665669,cifar10,10,4096
cifar10-123,19987.665679,cifar10,10,4096
cifar10-124,20044.665695,cifar10,8,2048
bert-125,20165.665749,bert,16,384
cifar10-126,20296.665799,cifar10,12,4096
cifar10-127,20422.665826,cifar10,12,4096
deepspeech2-128,20477.665844,deepspeech2,8,320
yolov3-129,20506.66585,yolov3,4,64
cifar10-130,20722.665907,cifar10,6,2048
cifar10-131,20729.665918,cifar10,8,4096
deepspeech2-132,20742.665931,deepspeech2,6,320
cifar10-133,20920.666026,cifar10,6,2048
cifar10-134,21131.666107,cifar10,8,2048
yolov3-135,21273.666135,yolov3,4,64
cifar10-136,21356.666205,cifar10,8,2048
deepspeech2-137,21658.666272,deepspeech2,6,320
cifar10-138,21718.666293,cifar10,16,4096
bert-139,21739.666299,bert,8,384
deepspeech2-140,21792.666311,deepspeech2,12,640
cifar10-141,21860.666324,cifar10,6,2048
bert-142,22041.666367,bert,6,384
deepspeech2-143,22208.666437,deepspeech2,12,640
cifar10-144,22217.666447,cifar10,6,2048
deepspeech2-145,22740.666634,deepspeech2,12,640
deepspeech2-146,22747.666636,deepspeech2,6,320
bert-147,22751.666638,bert,16,384
cifar10-148,22891.666675,cifar10,10,4096
bert-149,22999.666699,bert,16,384
cifar10-150,23010.666706,cifar10,8,4096
cifar10-151,23304.666758,cifar10,4,2048
cifar10-152,23307.666758,cifar10,6,2048
deepspeech2-153,23310.666759,deepspeech2,12,640
cifar10-154,23550.666819,cifar10,10,4096
cifar10-155,23711.666867,cifar10,12,4096
cifar10-156,23718.666868,cifar10,8,2048
cifar10-157,23721.666869,cifar10,6,2048
cifar10-158,23754.66688,cifar10,12,4096
cifar10-159,23847.666902,cifar10,6,2048
cifar10-160,23930.666922,cifar10,4,2048
bert-161,23942.666923,bert,16,384
bert-162,23953.666927,bert,8,384
cifar10-163,24369.667028,cifar10,6,2048
cifar10-164,24604.667113,cifar10,8,2048
cifar10-165,24771.667149,cifar10,16,4096
bert-166,24854.667168,bert,16,384
cifar10-167,24955.667223,cifar10,8,4096
cifar10-168,25179.667271,cifar10,4,2048
cifar10-169,25364.667329,cifar10,12,4096
deepspeech2-170,25498.667362,deepspeech2,8,320
cifar10-171,25782.667494,cifar10,16,4096
cifar10-172,25785.667508,cifar10,16,4096
cifar10-173,25788.667512,cifar10,8,2048
cifar10-174,25799.667519,cifar10,6,2048
cifar10-175,25812.667532,cifar10,8,4096
deepspeech2-176,25834.667561,deepspeech2,6,320
yolov3-177,25884.667579,yolov3,4,64
cifar10-178,26107.667611,cifar10,12,4096
cifar10-179,26233.667641,cifar10,10,4096
cifar10-180,26288.667662,cifar10,16,4096
deepspeech2-181,26414.667722,deepspeech2,12,640
cifar10-182,26619.667812,cifar10,6,2048
cifar10-183,26623.667815,cifar10,8,2048
cifar10-184,26628.66782,cifar10,12,4096
cifar10-185,26758.66788,cifar10,12,4096
bert-186,26964.66792,bert,8,384
