name,time,application,num_replicas,batch_size
bert-0,235.661806,bert,12,384
deepspeech2-1,448.66183,deepspeech2,6,320
cifar10-2,641.661849,cifar10,6,2048
cifar10-3,670.661855,cifar10,12,4096
bert-4,710.661864,bert,16,384
deepspeech2-5,827.661896,deepspeech2,8,320
deepspeech2-6,992.661923,deepspeech2,6,320
cifar10-7,1241.661943,cifar10,12,4096
bert-8,1390.661959,bert,16,384
cifar10-9,1491.662146,cifar10,12,4096
bert-10,1493.66215,bert,8,384
cifar10-11,1493.662153,cifar10,4,2048
cifar10-12,1498.662163,cifar10,8,4096
deepspeech2-13,1735.662225,deepspeech2,8,320
imagenet-14,2081.662289,imagenet,10,1600
cifar10-15,2480.662331,cifar10,8,2048
cifar10-16,3204.662445,cifar10,10,4096
bert-17,3520.662479,bert,16,384
deepspeech2-18,3907.662538,deepspeech2,8,320
bert-19,4189.662596,bert,6,384
cifar10-20,4414.662633,cifar10,6,2048
cifar10-21,5033.662713,cifar10,8,2048
cifar10-22,5293.662802,cifar10,16,4096
cifar10-23,5308.662812,cifar10,10,4096
cifar10-24,5374.662848,cifar10,12,4096
cifar10-25,5395.662854,cifar10,10,4096
cifar10-26,5410.66286,cifar10,16,4096
cifar10-27,5443.662873,cifar10,12,4096
cifar10-28,5939.662945,cifar10,10,4096
cifar10-29,6365.663019,cifar10,6,2048
bert-30,6378.66302,bert,16,384
deepspeech2-31,6506.663038,deepspeech2,12,640
deepspeech2-32,6652.663061,deepspeech2,8,320
bert-33,6735.663073,bert,12,384
bert-34,7193.663139,bert,16,384
cifar10-35,7480.663188,cifar10,6,2048
bert-36,8054.663313,bert,12,384
deepspeech2-37,8071.663336,deepspeech2,8,320
deepspeech2-38,8072.663344,deepspeech2,6,320
bert-39,8082.663363,bert,8,384
deepspeech2-40,8407.663419,deepspeech2,6,320
cifar10-41,8507.66346,cifar10,4,2048
cifar10-42,8850.663517,cifar10,6,2048
cifar10-43,9040.663531,cifar10,10,4096
cifar10-44,9208.663556,cifar10,4,2048
yolov3-45,9634.663622,yolov3,4,64
