name,time,application,num_replicas,batch_size
deepspeech2-0,90.0,deepspeech2,8,320
cifar10-1,101.0,cifar10,12,4096
cifar10-2,225.0,cifar10,6,2048
cifar10-3,378.0,cifar10,6,2048
cifar10-4,379.0,cifar10,8,2048
yolov3-5,393.0,yolov3,4,64
cifar10-6,723.0,cifar10,12,4096
cifar10-7,893.0,cifar10,4,2048
cifar10-8,1077.0,cifar10,8,2048
deepspeech2-9,1091.0,deepspeech2,12,640
cifar10-10,1659.0,cifar10,8,4096
cifar10-11,1894.0,cifar10,4,2048
cifar10-12,2091.0,cifar10,10,4096
cifar10-13,2106.0,cifar10,6,2048
cifar10-14,2892.0,cifar10,8,2048
cifar10-15,2912.0,cifar10,6,2048
cifar10-16,2914.0,cifar10,10,4096
deepspeech2-17,2939.0,deepspeech2,8,320
cifar10-18,3125.0,cifar10,8,2048
cifar10-19,3460.0,cifar10,6,2048
cifar10-20,3594.0,cifar10,6,2048
cifar10-21,3864.0,cifar10,10,4096
imagenet-22,4306.0,imagenet,14,3200
cifar10-23,4465.0,cifar10,10,4096
cifar10-24,4801.0,cifar10,6,2048
cifar10-25,4935.0,cifar10,4,2048
bert-26,5004.0,bert,16,384
cifar10-27,5618.0,cifar10,16,4096
cifar10-28,5896.0,cifar10,8,2048
cifar10-29,6748.0,cifar10,8,2048
cifar10-30,6773.0,cifar10,6,2048
cifar10-31,7089.0,cifar10,10,4096
cifar10-32,7113.0,cifar10,4,2048
imagenet-33,7251.0,imagenet,12,3200
bert-34,7263.0,bert,12,384
cifar10-35,7289.0,cifar10,16,4096
cifar10-36,7293.0,cifar10,12,4096
cifar10-37,7468.0,cifar10,10,4096
deepspeech2-38,7515.0,deepspeech2,8,320
cifar10-39,7549.0,cifar10,16,4096
cifar10-40,8145.0,cifar10,6,2048
cifar10-41,8147.0,cifar10,12,4096
deepspeech2-42,8149.0,deepspeech2,6,320
deepspeech2-43,8154.0,deepspeech2,12,640
deepspeech2-44,8250.0,deepspeech2,8,320
yolov3-45,8357.0,yolov3,4,64
yolov3-46,8729.0,yolov3,4,64
cifar10-47,9151.0,cifar10,16,4096
cifar10-48,9258.0,cifar10,8,2048
cifar10-49,9783.0,cifar10,8,2048
deepspeech2-50,9800.0,deepspeech2,12,640
cifar10-51,9934.0,cifar10,4,2048
cifar10-52,9994.0,cifar10,10,4096
cifar10-53,10116.0,cifar10,8,4096
cifar10-54,10172.0,cifar10,6,2048
cifar10-55,10258.0,cifar10,8,2048
cifar10-56,10268.0,cifar10,6,2048
cifar10-57,10318.0,cifar10,12,4096
yolov3-58,10594.0,yolov3,4,64
yolov3-59,10649.0,yolov3,4,64
cifar10-60,10655.0,cifar10,4,2048
cifar10-61,10661.0,cifar10,8,4096
cifar10-62,10722.0,cifar10,4,2048
cifar10-63,10728.0,cifar10,12,4096
cifar10-64,10979.0,cifar10,8,2048
cifar10-65,11002.0,cifar10,4,2048
bert-66,11337.0,bert,16,384
cifar10-67,11419.0,cifar10,16,4096
cifar10-68,11433.0,cifar10,4,2048
cifar10-69,11525.0,cifar10,16,4096
cifar10-70,11546.0,cifar10,6,2048
cifar10-71,11602.0,cifar10,12,4096
cifar10-72,11713.0,cifar10,4,2048
cifar10-73,11740.0,cifar10,10,4096
cifar10-74,11783.0,cifar10,8,2048
cifar10-75,11823.0,cifar10,6,2048
