name,time,application,num_replicas,batch_size
cifar10-0,22.0,cifar10,6,2048
yolov3-1,393.0,yolov3,4,64
cifar10-2,835.0,cifar10,6,2048
cifar10-3,893.0,cifar10,6,2048
cifar10-4,1065.0,cifar10,12,4096
deepspeech2-5,1091.0,deepspeech2,8,320
cifar10-6,1174.0,cifar10,4,2048
cifar10-7,1225.0,cifar10,8,4096
cifar10-8,1376.0,cifar10,4,2048
yolov3-9,1547.0,yolov3,4,64
cifar10-10,1894.0,cifar10,10,4096
cifar10-11,2091.0,cifar10,10,4096
cifar10-12,2121.0,cifar10,10,4096
cifar10-13,2810.0,cifar10,8,2048
deepspeech2-14,2873.0,deepspeech2,8,320
cifar10-15,2892.0,cifar10,16,4096
cifar10-16,3535.0,cifar10,10,4096
cifar10-17,3594.0,cifar10,6,2048
cifar10-18,3864.0,cifar10,8,2048
cifar10-19,4788.0,cifar10,8,2048
cifar10-20,4935.0,cifar10,12,4096
cifar10-21,5097.0,cifar10,8,2048
bert-22,5291.0,bert,6,384
cifar10-23,5483.0,cifar10,8,2048
cifar10-24,5618.0,cifar10,4,2048
yolov3-25,5717.0,yolov3,4,64
cifar10-26,6479.0,cifar10,6,2048
bert-27,6530.0,bert,8,384
cifar10-28,6927.0,cifar10,16,4096
cifar10-29,7293.0,cifar10,10,4096
cifar10-30,7465.0,cifar10,12,4096
cifar10-31,7505.0,cifar10,4,2048
deepspeech2-32,7515.0,deepspeech2,8,320
cifar10-33,7753.0,cifar10,10,4096
cifar10-34,7929.0,cifar10,6,2048
cifar10-35,8063.0,cifar10,10,4096
cifar10-36,8125.0,cifar10,6,2048
cifar10-37,8133.0,cifar10,8,2048
cifar10-38,8145.0,cifar10,16,4096
bert-39,8149.0,bert,12,384
cifar10-40,8210.0,cifar10,12,4096
deepspeech2-41,8247.0,deepspeech2,6,320
cifar10-42,8639.0,cifar10,16,4096
cifar10-43,8704.0,cifar10,12,4096
yolov3-44,8871.0,yolov3,4,64
deepspeech2-45,9041.0,deepspeech2,8,320
cifar10-46,9049.0,cifar10,8,2048
cifar10-47,9130.0,cifar10,12,4096
cifar10-48,9151.0,cifar10,4,2048
cifar10-49,9349.0,cifar10,6,2048
cifar10-50,9509.0,cifar10,10,4096
bert-51,9581.0,bert,16,384
yolov3-52,9652.0,yolov3,4,64
cifar10-53,9799.0,cifar10,8,2048
deepspeech2-54,9800.0,deepspeech2,6,320
cifar10-55,9994.0,cifar10,16,4096
cifar10-56,10060.0,cifar10,16,4096
cifar10-57,10130.0,cifar10,8,4096
cifar10-58,10172.0,cifar10,12,4096
cifar10-59,10185.0,cifar10,12,4096
cifar10-60,10193.0,cifar10,8,2048
cifar10-61,10268.0,cifar10,6,2048
yolov3-62,10594.0,yolov3,4,64
cifar10-63,10722.0,cifar10,12,4096
cifar10-64,10732.0,cifar10,6,2048
cifar10-65,10790.0,cifar10,4,2048
cifar10-66,10796.0,cifar10,16,4096
cifar10-67,10806.0,cifar10,8,4096
cifar10-68,10865.0,cifar10,4,2048
cifar10-69,11002.0,cifar10,8,2048
cifar10-70,11003.0,cifar10,4,2048
cifar10-71,11045.0,cifar10,6,2048
cifar10-72,11146.0,cifar10,8,2048
cifar10-73,11171.0,cifar10,4,2048
cifar10-74,11211.0,cifar10,12,4096
bert-75,11288.0,bert,8,384
deepspeech2-76,11298.0,deepspeech2,12,640
cifar10-77,11319.0,cifar10,4,2048
bert-78,11337.0,bert,6,384
cifar10-79,11494.0,cifar10,8,2048
cifar10-80,11525.0,cifar10,10,4096
cifar10-81,11602.0,cifar10,8,2048
cifar10-82,11713.0,cifar10,16,4096
cifar10-83,11740.0,cifar10,6,2048
cifar10-84,11805.0,cifar10,6,2048
cifar10-85,11823.0,cifar10,10,4096
cifar10-86,11962.0,cifar10,6,2048
cifar10-87,12041.0,cifar10,4,2048
cifar10-88,12084.0,cifar10,6,2048
cifar10-89,12124.0,cifar10,16,4096
yolov3-90,12176.0,yolov3,4,64
cifar10-91,12262.0,cifar10,12,4096
cifar10-92,12303.0,cifar10,6,2048
cifar10-93,12391.0,cifar10,6,2048
cifar10-94,12510.0,cifar10,6,2048
imagenet-95,12698.0,imagenet,12,3200
cifar10-96,12751.0,cifar10,16,4096
deepspeech2-97,12801.0,deepspeech2,12,640
cifar10-98,12961.0,cifar10,10,4096
imagenet-99,13809.0,imagenet,14,3200
cifar10-100,13881.0,cifar10,12,4096
cifar10-101,14208.0,cifar10,16,4096
cifar10-102,14272.0,cifar10,6,2048
cifar10-103,14387.0,cifar10,6,2048
cifar10-104,14524.0,cifar10,12,4096
cifar10-105,14556.0,cifar10,8,4096
cifar10-106,14656.0,cifar10,6,2048
cifar10-107,14769.0,cifar10,6,2048
cifar10-108,14993.0,cifar10,6,2048
deepspeech2-109,15014.0,deepspeech2,8,320
cifar10-110,15441.0,cifar10,10,4096
cifar10-111,15551.0,cifar10,6,2048
imagenet-112,15714.0,imagenet,12,3200
cifar10-113,15930.0,cifar10,4,2048
deepspeech2-114,16023.0,deepspeech2,8,320
cifar10-115,16041.0,cifar10,10,4096
cifar10-116,16539.0,cifar10,8,2048
cifar10-117,16680.0,cifar10,12,4096
cifar10-118,16726.0,cifar10,4,2048
cifar10-119,16795.0,cifar10,12,4096
cifar10-120,17078.0,cifar10,16,4096
cifar10-121,17196.0,cifar10,6,2048
cifar10-122,17350.0,cifar10,6,2048
bert-123,17455.0,bert,8,384
cifar10-124,17633.0,cifar10,12,4096
bert-125,17984.0,bert,16,384
cifar10-126,18154.0,cifar10,8,4096
imagenet-127,18514.0,imagenet,10,1600
cifar10-128,18909.0,cifar10,12,4096
cifar10-129,18932.0,cifar10,8,4096
cifar10-130,18981.0,cifar10,12,4096
cifar10-131,19066.0,cifar10,6,2048
cifar10-132,19208.0,cifar10,12,4096
cifar10-133,19208.0,cifar10,12,4096
cifar10-134,19277.0,cifar10,12,4096
cifar10-135,19361.0,cifar10,6,2048
cifar10-136,19703.0,cifar10,10,4096
cifar10-137,19887.0,cifar10,12,4096
cifar10-138,20655.0,cifar10,6,2048
cifar10-139,20677.0,cifar10,8,2048
cifar10-140,21139.0,cifar10,6,2048
cifar10-141,21404.0,cifar10,16,4096
cifar10-142,21404.0,cifar10,12,4096
cifar10-143,21747.0,cifar10,6,2048
cifar10-144,21881.0,cifar10,12,4096
cifar10-145,22112.0,cifar10,8,4096
cifar10-146,22112.0,cifar10,6,2048
cifar10-147,22185.0,cifar10,8,4096
cifar10-148,22323.0,cifar10,12,4096
cifar10-149,22323.0,cifar10,12,4096
cifar10-150,22809.0,cifar10,16,4096
cifar10-151,22998.0,cifar10,16,4096
cifar10-152,23287.0,cifar10,10,4096
cifar10-153,23487.0,cifar10,12,4096
cifar10-154,24050.0,cifar10,8,2048
cifar10-155,25253.0,cifar10,12,4096
cifar10-156,25401.0,cifar10,8,2048
cifar10-157,27892.0,cifar10,10,4096
deepspeech2-158,28098.0,deepspeech2,12,640
cifar10-159,28782.0,cifar10,12,4096
