name,time,application,num_replicas,batch_size
deepspeech2-0,90.0,deepspeech2,8,320
cifar10-1,225.0,cifar10,6,2048
cifar10-2,401.0,cifar10,12,4096
cifar10-3,528.0,cifar10,16,4096
cifar10-4,836.0,cifar10,6,2048
bert-5,1091.0,bert,6,384
yolov3-6,1448.0,yolov3,4,64
deepspeech2-7,1468.0,deepspeech2,6,320
cifar10-8,1659.0,cifar10,12,4096
deepspeech2-9,1747.0,deepspeech2,8,320
cifar10-10,1894.0,cifar10,8,2048
cifar10-11,1983.0,cifar10,4,2048
cifar10-12,2121.0,cifar10,6,2048
cifar10-13,2126.0,cifar10,8,4096
bert-14,2152.0,bert,16,384
deepspeech2-15,2154.0,deepspeech2,6,320
cifar10-16,2257.0,cifar10,16,4096
cifar10-17,2454.0,cifar10,4,2048
cifar10-18,2892.0,cifar10,10,4096
cifar10-19,3102.0,cifar10,10,4096
cifar10-20,3775.0,cifar10,10,4096
imagenet-21,4306.0,imagenet,14,3200
cifar10-22,4862.0,cifar10,10,4096
cifar10-23,5379.0,cifar10,6,2048
cifar10-24,5483.0,cifar10,8,2048
cifar10-25,5896.0,cifar10,4,2048
cifar10-26,6748.0,cifar10,16,4096
cifar10-27,6849.0,cifar10,16,4096
cifar10-28,7113.0,cifar10,10,4096
cifar10-29,7191.0,cifar10,6,2048
deepspeech2-30,7263.0,deepspeech2,12,640
cifar10-31,7289.0,cifar10,4,2048
cifar10-32,7468.0,cifar10,6,2048
cifar10-33,7775.0,cifar10,10,4096
yolov3-34,7921.0,yolov3,4,64
cifar10-35,7929.0,cifar10,8,2048
cifar10-36,7929.0,cifar10,10,4096
cifar10-37,8125.0,cifar10,12,4096
cifar10-38,8145.0,cifar10,4,2048
cifar10-39,8147.0,cifar10,10,4096
bert-40,8149.0,bert,16,384
cifar10-41,8210.0,cifar10,12,4096
bert-42,8855.0,bert,12,384
yolov3-43,8871.0,yolov3,4,64
bert-44,9041.0,bert,6,384
cifar10-45,9258.0,cifar10,8,4096
cifar10-46,9468.0,cifar10,6,2048
bert-47,9581.0,bert,6,384
yolov3-48,9652.0,yolov3,4,64
cifar10-49,9782.0,cifar10,6,2048
cifar10-50,9994.0,cifar10,12,4096
cifar10-51,10060.0,cifar10,12,4096
cifar10-52,10180.0,cifar10,4,2048
cifar10-53,10268.0,cifar10,8,4096
cifar10-54,10271.0,cifar10,12,4096
cifar10-55,10275.0,cifar10,6,2048
cifar10-56,10643.0,cifar10,4,2048
yolov3-57,10649.0,yolov3,4,64
cifar10-58,10654.0,cifar10,4,2048
cifar10-59,10661.0,cifar10,8,2048
cifar10-60,10722.0,cifar10,12,4096
cifar10-61,10738.0,cifar10,4,2048
yolov3-62,10755.0,yolov3,4,64
cifar10-63,10796.0,cifar10,12,4096
cifar10-64,10806.0,cifar10,16,4096
deepspeech2-65,10880.0,deepspeech2,6,320
cifar10-66,10904.0,cifar10,12,4096
cifar10-67,10979.0,cifar10,8,2048
cifar10-68,11146.0,cifar10,16,4096
cifar10-69,11241.0,cifar10,4,2048
cifar10-70,11260.0,cifar10,12,4096
cifar10-71,11379.0,cifar10,10,4096
cifar10-72,11419.0,cifar10,6,2048
cifar10-73,11511.0,cifar10,10,4096
cifar10-74,11602.0,cifar10,4,2048
cifar10-75,11783.0,cifar10,12,4096
cifar10-76,11802.0,cifar10,6,2048
cifar10-77,11803.0,cifar10,10,4096
cifar10-78,11805.0,cifar10,10,4096
cifar10-79,11823.0,cifar10,8,2048
cifar10-80,11969.0,cifar10,16,4096
cifar10-81,12041.0,cifar10,12,4096
cifar10-82,12094.0,cifar10,16,4096
cifar10-83,12123.0,cifar10,6,2048
bert-84,12281.0,bert,12,384
cifar10-85,12303.0,cifar10,6,2048
cifar10-86,12426.0,cifar10,16,4096
cifar10-87,12453.0,cifar10,8,4096
cifar10-88,12591.0,cifar10,6,2048
cifar10-89,12625.0,cifar10,6,2048
cifar10-90,12751.0,cifar10,6,2048
cifar10-91,12936.0,cifar10,16,4096
cifar10-92,12961.0,cifar10,6,2048
cifar10-93,12991.0,cifar10,10,4096
cifar10-94,13115.0,cifar10,8,4096
cifar10-95,13157.0,cifar10,12,4096
cifar10-96,13226.0,cifar10,16,4096
cifar10-97,13236.0,cifar10,6,2048
cifar10-98,13386.0,cifar10,16,4096
cifar10-99,13390.0,cifar10,4,2048
deepspeech2-100,13591.0,deepspeech2,12,640
cifar10-101,13654.0,cifar10,10,4096
imagenet-102,13809.0,imagenet,14,3200
cifar10-103,14304.0,cifar10,4,2048
cifar10-104,14387.0,cifar10,6,2048
cifar10-105,14556.0,cifar10,6,2048
imagenet-106,14659.0,imagenet,14,3200
cifar10-107,14797.0,cifar10,8,4096
bert-108,15014.0,bert,12,384
cifar10-109,15020.0,cifar10,12,4096
cifar10-110,15441.0,cifar10,6,2048
cifar10-111,15808.0,cifar10,12,4096
imagenet-112,15914.0,imagenet,10,1600
cifar10-113,16041.0,cifar10,8,4096
cifar10-114,16675.0,cifar10,8,2048
cifar10-115,16685.0,cifar10,16,4096
deepspeech2-116,16922.0,deepspeech2,6,320
cifar10-117,17078.0,cifar10,12,4096
cifar10-118,17196.0,cifar10,6,2048
cifar10-119,17204.0,cifar10,16,4096
bert-120,17219.0,bert,16,384
cifar10-121,17350.0,cifar10,10,4096
cifar10-122,17531.0,cifar10,12,4096
cifar10-123,18300.0,cifar10,6,2048
cifar10-124,18435.0,cifar10,8,4096
cifar10-125,18909.0,cifar10,6,2048
cifar10-126,18909.0,cifar10,8,4096
cifar10-127,18932.0,cifar10,12,4096
cifar10-128,18981.0,cifar10,10,4096
cifar10-129,19066.0,cifar10,12,4096
cifar10-130,19066.0,cifar10,6,2048
cifar10-131,19208.0,cifar10,10,4096
cifar10-132,19277.0,cifar10,12,4096
cifar10-133,19807.0,cifar10,6,2048
cifar10-134,20538.0,cifar10,4,2048
cifar10-135,20548.0,cifar10,10,4096
cifar10-136,20570.0,cifar10,6,2048
cifar10-137,21112.0,cifar10,12,4096
cifar10-138,21168.0,cifar10,10,4096
cifar10-139,21404.0,cifar10,16,4096
cifar10-140,21650.0,cifar10,10,4096
cifar10-141,21672.0,cifar10,6,2048
cifar10-142,22112.0,cifar10,6,2048
cifar10-143,22185.0,cifar10,6,2048
cifar10-144,22272.0,cifar10,8,4096
cifar10-145,22529.0,cifar10,12,4096
cifar10-146,22803.0,cifar10,6,2048
cifar10-147,22877.0,cifar10,8,4096
cifar10-148,22998.0,cifar10,12,4096
cifar10-149,23287.0,cifar10,4,2048
cifar10-150,23287.0,cifar10,10,4096
cifar10-151,23487.0,cifar10,12,4096
cifar10-152,23830.0,cifar10,4,2048
yolov3-153,26246.0,yolov3,4,64
imagenet-154,26509.0,imagenet,10,1600
cifar10-155,27038.0,cifar10,12,4096
cifar10-156,27234.0,cifar10,10,4096
cifar10-157,27469.0,cifar10,12,4096
cifar10-158,27892.0,cifar10,12,4096
cifar10-159,28381.0,cifar10,8,4096
