name,time,application,num_replicas,batch_size
cifar10-0,401.0,cifar10,12,4096
cifar10-1,528.0,cifar10,12,4096
cifar10-2,723.0,cifar10,8,2048
cifar10-3,1077.0,cifar10,6,2048
cifar10-4,1174.0,cifar10,12,4096
cifar10-5,1225.0,cifar10,4,2048
cifar10-6,1413.0,cifar10,8,4096
yolov3-7,1448.0,yolov3,4,64
deepspeech2-8,1468.0,deepspeech2,6,320
deepspeech2-9,1747.0,deepspeech2,8,320
cifar10-10,1894.0,cifar10,4,2048
cifar10-11,2126.0,cifar10,10,4096
deepspeech2-12,2154.0,deepspeech2,8,320
cifar10-13,2257.0,cifar10,10,4096
cifar10-14,2793.0,cifar10,16,4096
cifar10-15,2892.0,cifar10,16,4096
deepspeech2-16,2939.0,deepspeech2,6,320
cifar10-17,3102.0,cifar10,12,4096
cifar10-18,3125.0,cifar10,16,4096
cifar10-19,3362.0,cifar10,10,4096
cifar10-20,3535.0,cifar10,10,4096
deepspeech2-21,3598.0,deepspeech2,8,320
cifar10-22,3685.0,cifar10,12,4096
imagenet-23,4306.0,imagenet,10,1600
cifar10-24,4465.0,cifar10,4,2048
cifar10-25,4783.0,cifar10,8,2048
cifar10-26,4788.0,cifar10,10,4096
cifar10-27,4862.0,cifar10,12,4096
bert-28,4931.0,bert,12,384
cifar10-29,4935.0,cifar10,6,2048
deepspeech2-30,5017.0,deepspeech2,12,640
deepspeech2-31,5291.0,deepspeech2,6,320
cifar10-32,5379.0,cifar10,6,2048
yolov3-33,5717.0,yolov3,4,64
cifar10-34,5896.0,cifar10,4,2048
cifar10-35,7191.0,cifar10,10,4096
cifar10-36,7233.0,cifar10,8,2048
bert-37,7263.0,bert,16,384
cifar10-38,7289.0,cifar10,10,4096
cifar10-39,7465.0,cifar10,12,4096
cifar10-40,7468.0,cifar10,4,2048
deepspeech2-41,7491.0,deepspeech2,8,320
cifar10-42,7753.0,cifar10,12,4096
cifar10-43,7929.0,cifar10,12,4096
cifar10-44,8145.0,cifar10,8,2048
cifar10-45,8147.0,cifar10,12,4096
cifar10-46,8210.0,cifar10,16,4096
yolov3-47,8357.0,yolov3,4,64
yolov3-48,8729.0,yolov3,4,64
cifar10-49,9318.0,cifar10,12,4096
cifar10-50,9402.0,cifar10,10,4096
cifar10-51,9440.0,cifar10,8,4096
cifar10-52,9509.0,cifar10,6,2048
cifar10-53,9579.0,cifar10,12,4096
bert-54,9581.0,bert,12,384
yolov3-55,9652.0,yolov3,4,64
cifar10-56,9783.0,cifar10,4,2048
cifar10-57,9994.0,cifar10,12,4096
cifar10-58,10060.0,cifar10,16,4096
cifar10-59,10168.0,cifar10,8,4096
cifar10-60,10271.0,cifar10,4,2048
cifar10-61,10654.0,cifar10,4,2048
yolov3-62,10658.0,yolov3,4,64
cifar10-63,10728.0,cifar10,8,2048
cifar10-64,10732.0,cifar10,4,2048
cifar10-65,10748.0,cifar10,12,4096
cifar10-66,10796.0,cifar10,12,4096
cifar10-67,10852.0,cifar10,16,4096
cifar10-68,10862.0,cifar10,6,2048
cifar10-69,10865.0,cifar10,16,4096
cifar10-70,10904.0,cifar10,12,4096
cifar10-71,11003.0,cifar10,4,2048
cifar10-72,11211.0,cifar10,16,4096
cifar10-73,11325.0,cifar10,10,4096
cifar10-74,11379.0,cifar10,6,2048
cifar10-75,11494.0,cifar10,10,4096
cifar10-76,11525.0,cifar10,16,4096
cifar10-77,11670.0,cifar10,16,4096
cifar10-78,11740.0,cifar10,8,2048
cifar10-79,11802.0,cifar10,4,2048
cifar10-80,11823.0,cifar10,16,4096
cifar10-81,12084.0,cifar10,8,2048
cifar10-82,12094.0,cifar10,6,2048
cifar10-83,12264.0,cifar10,12,4096
cifar10-84,12336.0,cifar10,16,4096
cifar10-85,12391.0,cifar10,6,2048
cifar10-86,12430.0,cifar10,10,4096
cifar10-87,12510.0,cifar10,10,4096
cifar10-88,12591.0,cifar10,12,4096
imagenet-89,12698.0,imagenet,14,3200
cifar10-90,12699.0,cifar10,6,2048
cifar10-91,12745.0,cifar10,8,4096
cifar10-92,12768.0,cifar10,8,2048
cifar10-93,12839.0,cifar10,6,2048
cifar10-94,13043.0,cifar10,16,4096
cifar10-95,13385.0,cifar10,6,2048
cifar10-96,13386.0,cifar10,6,2048
cifar10-97,13390.0,cifar10,10,4096
cifar10-98,13474.0,cifar10,12,4096
bert-99,13591.0,bert,12,384
cifar10-100,13654.0,cifar10,8,4096
cifar10-101,13895.0,cifar10,4,2048
deepspeech2-102,14121.0,deepspeech2,6,320
cifar10-103,14208.0,cifar10,10,4096
cifar10-104,14246.0,cifar10,12,4096
cifar10-105,14272.0,cifar10,16,4096
cifar10-106,14386.0,cifar10,12,4096
bert-107,14468.0,bert,6,384
cifar10-108,14524.0,cifar10,16,4096
cifar10-109,14602.0,cifar10,16,4096
cifar10-110,14797.0,cifar10,12,4096
cifar10-111,14963.0,cifar10,4,2048
cifar10-112,14993.0,cifar10,6,2048
cifar10-113,15069.0,cifar10,8,4096
cifar10-114,15133.0,cifar10,16,4096
cifar10-115,15441.0,cifar10,4,2048
cifar10-116,15551.0,cifar10,12,4096
cifar10-117,16325.0,cifar10,8,4096
cifar10-118,16433.0,cifar10,16,4096
cifar10-119,16674.0,cifar10,12,4096
cifar10-120,16680.0,cifar10,10,4096
cifar10-121,16871.0,cifar10,6,2048
cifar10-122,16875.0,cifar10,12,4096
cifar10-123,17078.0,cifar10,12,4096
cifar10-124,17531.0,cifar10,6,2048
cifar10-125,17631.0,cifar10,6,2048
cifar10-126,17633.0,cifar10,12,4096
deepspeech2-127,17984.0,deepspeech2,12,640
cifar10-128,18154.0,cifar10,16,4096
cifar10-129,18300.0,cifar10,12,4096
imagenet-130,18514.0,imagenet,12,3200
cifar10-131,18909.0,cifar10,6,2048
cifar10-132,18909.0,cifar10,8,4096
cifar10-133,18981.0,cifar10,12,4096
cifar10-134,19757.0,cifar10,6,2048
cifar10-135,19807.0,cifar10,10,4096
cifar10-136,20453.0,cifar10,12,4096
cifar10-137,20570.0,cifar10,10,4096
cifar10-138,20677.0,cifar10,12,4096
cifar10-139,20877.0,cifar10,4,2048
cifar10-140,20877.0,cifar10,10,4096
cifar10-141,21139.0,cifar10,16,4096
cifar10-142,21168.0,cifar10,6,2048
cifar10-143,21404.0,cifar10,6,2048
cifar10-144,21635.0,cifar10,10,4096
cifar10-145,21672.0,cifar10,10,4096
cifar10-146,21747.0,cifar10,16,4096
cifar10-147,21881.0,cifar10,8,2048
cifar10-148,22771.0,cifar10,6,2048
cifar10-149,23287.0,cifar10,6,2048
cifar10-150,23487.0,cifar10,6,2048
cifar10-151,23830.0,cifar10,6,2048
cifar10-152,24758.0,cifar10,6,2048
cifar10-153,25253.0,cifar10,8,2048
yolov3-154,26269.0,yolov3,4,64
cifar10-155,26704.0,cifar10,16,4096
cifar10-156,27038.0,cifar10,8,4096
cifar10-157,27892.0,cifar10,12,4096
cifar10-158,28085.0,cifar10,8,4096
bert-159,28098.0,bert,8,384
