name,time,application,num_replicas,batch_size
bert-0,90.0,bert,12,384
bert-1,90.0,bert,12,384
cifar10-2,101.0,cifar10,6,2048
cifar10-3,101.0,cifar10,6,2048
cifar10-4,207.0,cifar10,6,2048
cifar10-5,207.0,cifar10,6,2048
cifar10-6,225.0,cifar10,12,4096
cifar10-7,225.0,cifar10,12,4096
yolov3-8,393.0,yolov3,4,64
yolov3-9,393.0,yolov3,4,64
cifar10-10,528.0,cifar10,12,4096
cifar10-11,528.0,cifar10,12,4096
cifar10-12,723.0,cifar10,6,2048
cifar10-13,723.0,cifar10,6,2048
cifar10-14,836.0,cifar10,12,4096
cifar10-15,836.0,cifar10,12,4096
cifar10-16,1077.0,cifar10,8,2048
cifar10-17,1077.0,cifar10,8,2048
cifar10-18,1225.0,cifar10,12,4096
cifar10-19,1225.0,cifar10,12,4096
cifar10-20,1894.0,cifar10,4,2048
cifar10-21,1894.0,cifar10,4,2048
cifar10-22,2106.0,cifar10,8,4096
cifar10-23,2106.0,cifar10,8,4096
cifar10-24,2501.0,cifar10,6,2048
cifar10-25,2501.0,cifar10,6,2048
cifar10-26,2793.0,cifar10,4,2048
cifar10-27,2793.0,cifar10,4,2048
cifar10-28,2892.0,cifar10,16,4096
cifar10-29,2892.0,cifar10,16,4096
bert-30,2939.0,bert,8,384
bert-31,2939.0,bert,8,384
cifar10-32,3102.0,cifar10,10,4096
cifar10-33,3102.0,cifar10,10,4096
cifar10-34,3535.0,cifar10,12,4096
cifar10-35,3535.0,cifar10,12,4096
cifar10-36,3594.0,cifar10,8,2048
cifar10-37,3594.0,cifar10,8,2048
deepspeech2-38,3598.0,deepspeech2,6,320
deepspeech2-39,3598.0,deepspeech2,6,320
cifar10-40,3775.0,cifar10,16,4096
cifar10-41,3775.0,cifar10,16,4096
imagenet-42,4306.0,imagenet,12,3200
imagenet-43,4306.0,imagenet,12,3200
cifar10-44,4607.0,cifar10,10,4096
cifar10-45,4607.0,cifar10,10,4096
cifar10-46,4788.0,cifar10,10,4096
cifar10-47,4788.0,cifar10,10,4096
cifar10-48,4801.0,cifar10,8,2048
cifar10-49,4801.0,cifar10,8,2048
cifar10-50,4921.0,cifar10,8,2048
cifar10-51,4921.0,cifar10,8,2048
deepspeech2-52,5291.0,deepspeech2,8,320
deepspeech2-53,5291.0,deepspeech2,8,320
cifar10-54,5483.0,cifar10,6,2048
cifar10-55,5483.0,cifar10,6,2048
cifar10-56,5618.0,cifar10,8,2048
cifar10-57,5618.0,cifar10,8,2048
cifar10-58,5896.0,cifar10,16,4096
cifar10-59,5896.0,cifar10,16,4096
cifar10-60,6773.0,cifar10,6,2048
cifar10-61,6773.0,cifar10,6,2048
cifar10-62,7089.0,cifar10,6,2048
