name,time,application,num_replicas,batch_size
cifar10-0,401.0,cifar10,12,4096
cifar10-1,401.0,cifar10,12,4096
cifar10-2,528.0,cifar10,12,4096
cifar10-3,528.0,cifar10,12,4096
cifar10-4,723.0,cifar10,8,2048
cifar10-5,723.0,cifar10,8,2048
cifar10-6,1077.0,cifar10,6,2048
cifar10-7,1077.0,cifar10,6,2048
cifar10-8,1174.0,cifar10,12,4096
cifar10-9,1174.0,cifar10,12,4096
cifar10-10,1225.0,cifar10,4,2048
cifar10-11,1225.0,cifar10,4,2048
cifar10-12,1413.0,cifar10,8,4096
cifar10-13,1413.0,cifar10,8,4096
yolov3-14,1448.0,yolov3,4,64
yolov3-15,1448.0,yolov3,4,64
deepspeech2-16,1468.0,deepspeech2,6,320
deepspeech2-17,1468.0,deepspeech2,6,320
deepspeech2-18,1747.0,deepspeech2,8,320
deepspeech2-19,1747.0,deepspeech2,8,320
cifar10-20,1894.0,cifar10,4,2048
cifar10-21,1894.0,cifar10,4,2048
cifar10-22,2126.0,cifar10,10,4096
cifar10-23,2126.0,cifar10,10,4096
deepspeech2-24,2154.0,deepspeech2,8,320
deepspeech2-25,2154.0,deepspeech2,8,320
cifar10-26,2257.0,cifar10,10,4096
cifar10-27,2257.0,cifar10,10,4096
cifar10-28,2793.0,cifar10,16,4096
cifar10-29,2793.0,cifar10,16,4096
cifar10-30,2892.0,cifar10,16,4096
cifar10-31,2892.0,cifar10,16,4096
deepspeech2-32,2939.0,deepspeech2,6,320
deepspeech2-33,2939.0,deepspeech2,6,320
cifar10-34,3102.0,cifar10,12,4096
cifar10-35,3102.0,cifar10,12,4096
cifar10-36,3125.0,cifar10,16,4096
cifar10-37,3125.0,cifar10,16,4096
cifar10-38,3362.0,cifar10,10,4096
cifar10-39,3362.0,cifar10,10,4096
cifar10-40,3535.0,cifar10,10,4096
cifar10-41,3535.0,cifar10,10,4096
deepspeech2-42,3598.0,deepspeech2,8,320
deepspeech2-43,3598.0,deepspeech2,8,320
cifar10-44,3685.0,cifar10,12,4096
cifar10-45,3685.0,cifar10,12,4096
imagenet-46,4306.0,imagenet,10,1600
imagenet-47,4306.0,imagenet,10,1600
cifar10-48,4465.0,cifar10,4,2048
cifar10-49,4465.0,cifar10,4,2048
cifar10-50,4783.0,cifar10,8,2048
cifar10-51,4783.0,cifar10,8,2048
cifar10-52,4788.0,cifar10,10,4096
cifar10-53,4788.0,cifar10,10,4096
cifar10-54,4862.0,cifar10,12,4096
cifar10-55,4862.0,cifar10,12,4096
bert-56,4931.0,bert,12,384
bert-57,4931.0,bert,12,384
cifar10-58,4935.0,cifar10,6,2048
cifar10-59,4935.0,cifar10,6,2048
deepspeech2-60,5017.0,deepspeech2,12,640
deepspeech2-61,5017.0,deepspeech2,12,640
deepspeech2-62,5291.0,deepspeech2,6,320
deepspeech2-63,5291.0,deepspeech2,6,320
cifar10-64,5379.0,cifar10,6,2048
cifar10-65,5379.0,cifar10,6,2048
